player_id,player_name,position,rookie,draft_pick,age_sep1,experience_years,baseline_ppr_pg,ridge_ppr_pg,boost_ppr_pg,baseline_games,ridge_games,boost_games
00-0037004,Hunter Long,TE,False,81.0,28.036,5,4.6429,3.7121,3.0784,7.0,4.732,4.031
00-0038547,Luke Schoonmaker,TE,False,58.0,27.927,3,1.9429,3.6938,3.1385,14.0,7.542,6.519
00-0039041,Elijah Higgins,TE,False,197.0,25.846,3,3.4176,3.6441,3.3635,17.0,8.351,10.465
00-0041116,Jack Endries,TE,True,221.0,22.434,0,2.6281,3.6432,3.1964,1.861,3.847,2.815
00-0039074,Davis Allen,TE,False,175.0,25.575,3,4.1867,3.6429,3.4271,15.0,7.439,7.933
00-0035249,Josh Oliver,TE,False,69.0,29.449,7,4.5833,3.6392,3.2058,12.0,5.993,6.407
00-0040901,Jaren Kanak,TE,True,225.0,22.558,0,2.6281,3.6207,2.733,1.861,3.818,2.815
00-0036637,Noah Gray,TE,False,162.0,27.341,5,2.7714,3.5801,2.819,14.0,6.494,7.386
00-0041131,Carsen Ryan,TE,True,248.0,23.031,0,2.6281,3.5128,2.4322,1.861,3.684,2.815
00-0041133,Dallen Bentley,TE,True,256.0,25.668,0,2.6281,3.2851,2.1204,1.861,3.329,2.054
00-0035631,Drew Sample,TE,False,52.0,30.377,7,2.6583,3.1652,2.5002,12.0,6.287,7.26
00-0038046,Charlie Kolar,TE,False,128.0,27.557,4,2.7846,3.0495,2.5724,13.0,6.543,6.433
00-0036754,Brock Wright,TE,False,,27.762,5,4.6,2.9426,2.4343,8.0,4.682,3.733
00-0036534,Shane Zylstra,TE,False,,29.791,5,5.0,2.9231,2.1071,1.0,1.915,1.774
00-0034270,Tyler Conklin,TE,False,157.0,31.092,8,2.8833,2.8771,4.0275,6.0,2.44,3.164
00-0036628,John Bates,TE,False,124.0,28.819,5,2.73,2.8694,2.6814,10.0,5.189,4.833
00-0038720,Julian Hill,TE,False,,26.147,3,2.8182,2.8358,2.2396,11.0,6.162,5.214
00-0034613,Tanner Hudson,TE,False,,31.804,8,4.78,2.8064,2.4672,10.0,4.03,4.741
00-0039737,Tip Reiman,TE,False,82.0,24.956,2,1.6,2.7632,2.9185,3.0,4.489,4.383
00-0040244,Moliki Matavao,TE,False,248.0,23.461,1,3.0,2.734,2.3619,1.0,2.788,2.816
00-0034159,Will Dissly,TE,False,120.0,30.15,8,2.5875,2.6783,2.5055,8.0,3.728,3.915
00-0040363,Keleki Latu,TE,False,,24.053,1,2.5,2.6158,2.3766,3.0,3.311,3.055
00-0034981,Foster Moreau,TE,False,137.0,29.323,7,1.8429,2.5633,3.0818,7.0,3.362,2.872
00-0034365,Ian Thomas,TE,False,101.0,30.237,8,2.7111,2.4998,2.3542,9.0,4.58,4.397
00-0037086,Grant Calcaterra,TE,False,198.0,27.743,4,2.5111,2.4247,2.3759,9.0,4.711,4.641
00-0037306,John FitzPatrick,TE,False,213.0,26.481,4,2.2909,2.3659,2.0464,11.0,5.509,4.399
00-0037348,Tanner Conner,TE,False,,28.452,4,2.2625,2.3492,1.8447,8.0,4.342,4.337
00-0037475,Stone Smartt,TE,False,,27.91,4,2.0333,2.2614,1.9915,6.0,3.373,2.846
00-0038394,Will Mallory,TE,False,162.0,27.196,3,2.6,2.2457,1.7447,1.0,2.819,2.417
00-0037755,Jelani Woods,TE,False,73.0,27.897,4,0.7,2.2385,2.5888,2.0,3.116,2.752
00-0038809,Ben Sims,TE,False,,26.295,3,2.0,2.2237,2.4083,3.0,2.858,2.284
00-0040628,Drake Dabney,TE,False,,24.302,1,1.3,2.105,2.3121,1.0,2.675,2.669
00-0036876,Kylen Granson,TE,False,127.0,28.433,5,0.9167,2.0812,2.416,12.0,6.206,5.398
00-0039530,Brevyn Spann-Ford,TE,False,,26.681,2,1.5,2.0684,2.3399,16.0,7.67,5.591
00-0037015,Sal Cannella,TE,False,,29.747,1,1.55,2.0512,2.3121,2.0,2.348,1.542
00-0033217,Mo Alie-Cox,TE,False,,32.951,9,2.7909,1.9602,1.8986,11.0,3.995,3.317
00-0037539,Lucas Krull,TE,False,,28.143,4,1.75,1.9228,1.9319,2.0,1.936,1.718
00-0039824,Jared Wiley,TE,False,131.0,25.829,2,0.7,1.8719,2.3096,2.0,3.22,4.974
00-0039050,Payne Durham,TE,False,171.0,26.213,3,0.2625,1.8677,1.9561,8.0,4.458,3.562
00-0039754,Devin Culp,TE,False,246.0,26.58,2,1.9,1.8259,2.3208,4.0,2.654,2.773
00-0036332,Josiah Deguara,TE,False,94.0,29.545,6,1.5857,1.8161,1.6825,7.0,4.592,3.683
00-0036429,Charlie Woerner,TE,False,190.0,28.877,6,1.8286,1.7841,2.0825,7.0,4.063,3.683
00-0039458,Brenden Bates,TE,False,,26.878,2,1.76,1.7709,1.4742,5.0,3.847,3.424
00-0038564,Cameron Latu,TE,False,101.0,26.519,3,0.0,1.7512,2.3096,10.0,5.949,4.519
00-0040509,Ben Yurosek,TE,False,,24.46,1,0.5667,1.7388,2.0391,6.0,4.316,4.23
00-0039631,Cam Grandy,TE,False,,26.785,2,1.35,1.7245,1.7833,2.0,2.607,3.614
00-0033246,Johnny Mundt,TE,False,,31.773,9,1.675,1.7198,2.2272,12.0,3.948,4.521
00-0037340,Zaire Mitchell-Paden,TE,False,,27.034,4,1.2333,1.7099,1.4358,3.0,2.407,2.26
00-0036590,Quintin Morris,TE,False,,27.612,5,1.5909,1.6715,1.2946,11.0,5.327,4.159
00-0037292,Andrew Ogletree,TE,False,192.0,28.096,4,1.1545,1.6263,1.7535,11.0,5.601,4.484
00-0036741,Jack Stoll,TE,False,,28.592,5,1.8444,1.5958,1.4083,9.0,4.598,4.012
00-0038710,Blake Whiteheart,TE,False,,26.445,3,0.2667,1.5727,1.4254,9.0,4.651,3.673
00-0040488,Carter Runyon,TE,False,,25.109,1,0.4333,1.5432,1.7405,3.0,3.228,4.338
00-0033455,Anthony Firkser,TE,False,,31.532,9,2.66,1.5416,1.731,5.0,2.177,2.691
00-0039648,David Martin-Robinson,TE,False,,26.684,2,1.1818,1.5351,1.6094,11.0,5.936,4.305
00-0039686,Colson Yankoff,TE,False,,26.503,2,0.38,1.4659,1.7089,10.0,5.222,4.305
00-0040225,Thomas Fidone II,TE,False,219.0,23.948,1,0.0,1.3558,2.0391,1.0,2.792,2.816
00-0040058,Nick Kallerup,TE,False,,25.432,1,0.0,1.3477,1.7089,4.0,3.512,3.588
00-0037277,Teagan Quitoriano,TE,False,170.0,26.465,4,0.0,1.2725,2.0452,2.0,2.581,2.231
00-0038590,Justin Shorter,TE,False,150.0,26.374,3,0.0,1.2632,2.3096,3.0,3.308,2.703
00-0039489,Hayden Rucci,TE,False,,25.594,2,0.0,1.2318,1.7089,1.0,2.29,2.054
00-0038498,E.J. Jenkins,TE,False,,27.828,3,0.0,1.2249,1.4833,1.0,1.31,1.404
00-0038456,Travis Vokolek,TE,False,,28.244,3,0.0,0.9787,1.4833,1.0,1.772,1.724
00-0036825,Feleipe Franks,TE,False,,28.693,5,0.04,0.9136,2.0293,10.0,4.794,4.067
00-0038735,Princeton Fant,TE,False,,27.478,3,0.0,0.8877,1.4833,1.0,1.973,1.724
00-0038643,Brayden Willis,TE,False,247.0,26.807,3,0.0,0.8738,1.7089,6.0,3.885,3.314
00-0037031,Nikola Kalinic,TE,False,,29.61,4,0.0,0.8287,1.4803,2.0,1.752,1.7
00-0034073,Ross Dwelley,TE,False,,31.598,8,0.675,0.7915,1.4317,4.0,1.71,2.996
00-0035956,Giovanni Ricci,TE,False,,29.876,6,0.0,0.7713,1.3315,2.0,1.349,1.553
00-0037311,Ko Kieft,TE,False,218.0,28.614,4,0.0,0.7579,1.4833,2.0,2.225,1.7
00-0033757,Robert Tonyan,TE,False,,32.34,9,0.55,0.6581,1.4803,2.0,0.513,1.652
00-0033439,Pharaoh Brown,TE,False,,32.329,9,0.42,0.6035,1.3643,5.0,1.759,2.879
00-0031484,Chris Manhertz,TE,False,,34.394,11,0.425,0.389,1.3643,4.0,0.663,1.861
00-0024243,Marcedes Lewis,TE,False,28.0,42.287,20,0.0,0.3628,1.7394,1.0,0.0,1.629
00-0036900,Ja'Marr Chase,WR,False,5.0,26.503,5,19.6,17.7378,16.2476,16.0,10.223,5.918
00-0037238,Drake London,WR,False,8.0,25.107,4,16.825,14.8426,15.5379,12.0,9.047,8.791
00-0037239,Chris Olave,WR,False,11.0,26.18,4,16.75,14.3351,13.4128,16.0,10.744,9.548
00-0036963,Amon-Ra St. Brown,WR,False,112.0,26.856,5,19.0588,14.3333,14.9149,17.0,9.662,7.349
00-0037247,George Pickens,WR,False,52.0,25.495,4,17.1706,14.2205,14.7349,17.0,10.453,8.545
00-0036358,CeeDee Lamb,WR,False,17.0,27.401,6,15.4538,13.3942,13.9323,13.0,8.527,5.639
00-0039064,Zay Flowers,WR,False,22.0,25.972,3,14.3118,13.3061,12.4533,17.0,10.549,10.631
00-0039337,Malik Nabers,WR,False,6.0,23.097,2,14.275,12.7945,14.9531,4.0,6.13,6.445
00-0037240,Jameson Williams,WR,False,12.0,25.435,4,12.9353,12.7692,13.101,17.0,9.949,10.915
00-0036613,Jaylen Waddle,WR,False,6.0,27.768,5,12.1325,12.5132,11.3771,16.0,9.573,10.331
00-0039849,Marvin Harrison Jr.,WR,False,4.0,24.058,2,10.65,12.1351,10.1102,12.0,8.525,8.55
00-0038117,Wan'Dale Robinson,WR,False,43.0,25.654,4,13.6188,12.0745,12.0658,16.0,9.547,9.86
00-0040129,Emeka Egbuka,WR,False,19.0,23.883,1,11.5118,12.0347,11.3522,17.0,10.537,10.015
00-0036410,Tee Higgins,WR,False,33.0,27.62,6,14.1067,11.9216,13.2155,15.0,7.627,4.839
00-0036322,Justin Jefferson,WR,False,22.0,27.212,6,11.8529,11.8581,9.6778,17.0,9.392,8.761
00-0037740,Garrett Wilson,WR,False,10.0,26.111,4,14.2143,11.763,11.055,7.0,6.31,7.19
00-0039067,Rashee Rice,WR,False,55.0,26.361,3,18.7625,11.5471,13.7411,8.0,5.934,6.295
00-0037664,Alec Pierce,WR,False,53.0,26.333,4,12.22,10.8608,11.076,15.0,9.327,8.884
00-0038994,Jordan Addison,WR,False,23.0,24.595,3,9.65,10.2969,10.6052,14.0,8.83,8.167
00-0036252,Michael Pittman,WR,False,34.0,28.907,6,11.9059,10.2191,9.0481,17.0,8.305,8.023
00-0038559,Michael Wilson,WR,False,94.0,26.522,3,12.9765,10.0525,9.6717,17.0,9.566,10.172
00-0036407,Jerry Jeudy,WR,False,15.0,27.357,6,7.1,9.8774,7.0179,17.0,7.626,6.419
00-0031408,Mike Evans,WR,False,7.0,33.03,12,10.6,9.3305,8.5315,8.0,4.396,5.13
00-0035719,Deebo Samuel Sr.,WR,False,36.0,30.629,7,11.7625,9.1445,8.9826,16.0,7.27,7.074
00-0039894,Xavier Worthy,WR,False,28.0,23.349,2,7.85,9.1374,9.7165,14.0,9.128,8.673
00-0039868,Troy Franklin,WR,False,102.0,23.568,2,10.4176,8.9436,9.5632,17.0,8.818,8.989
00-0035659,Terry McLaurin,WR,False,76.0,30.963,7,11.42,8.8897,8.4889,10.0,6.057,6.455
00-0038997,Josh Downs,WR,False,79.0,25.055,3,8.65,8.7173,8.6714,16.0,7.699,9.47
00-0038563,Tre Tucker,WR,False,100.0,25.484,3,9.5118,8.5595,8.2473,17.0,9.106,9.628
00-0035662,Marquise Brown,WR,False,25.0,29.244,7,8.6062,8.5273,7.5245,16.0,7.379,6.659
00-0033040,Tyreek Hill,WR,False,165.0,32.504,10,13.375,8.0925,7.7874,4.0,3.507,3.773
00-0033921,Chris Godwin Jr.,WR,False,84.0,30.511,9,9.2222,7.9789,8.0559,9.0,3.553,5.554
00-0041438,Carnell Tate,WR,True,4.0,21.616,0,9.5219,7.7576,9.1503,8.881,7.381,9.093
00-0040170,Elic Ayomanor,WR,False,136.0,23.248,1,7.2812,7.4575,6.5294,16.0,8.327,7.526
00-0034837,Calvin Ridley,WR,False,26.0,31.699,8,6.7571,7.4075,8.4645,7.0,4.48,3.792
00-0041029,Jordyn Tyson,WR,True,8.0,22.054,0,9.5219,7.209,8.8338,8.881,7.347,9.093
00-0039890,Adonai Mitchell,WR,False,52.0,23.899,2,5.4938,6.9496,7.3282,16.0,8.65,7.244
00-0039855,Jalen McMillan,WR,False,92.0,24.734,2,7.475,6.7015,5.4434,4.0,5.289,4.399
00-0040705,Chimere Dike,WR,False,103.0,24.715,1,7.5353,6.6908,5.4895,17.0,8.042,7.851
00-0038104,Tyquan Thornton,WR,False,50.0,26.068,4,6.7333,6.617,7.2922,12.0,7.029,7.308
00-0040867,Makai Lemon,WR,True,20.0,22.248,0,9.5219,6.4804,8.8338,8.881,7.326,6.709
00-0041547,KC Concepcion,WR,True,24.0,21.936,0,9.5219,6.3863,8.8338,8.881,7.361,9.093
00-0036550,Rashod Bateman,WR,False,27.0,26.758,5,4.2615,6.1943,5.3456,13.0,6.501,6.878
00-0037614,John Metchie III,WR,False,44.0,26.122,4,5.5308,6.0855,6.2,13.0,6.495,7.201
00-0041511,Omar Cooper Jr.,WR,True,30.0,22.716,0,9.5219,6.0756,7.668,8.881,7.244,6.4
00-0036309,Darnell Mooney,WR,False,173.0,28.841,6,5.4867,6.0554,5.1866,15.0,5.683,4.924
00-0038979,Cedric Tillman,WR,False,74.0,26.369,3,5.0,6.0253,5.15,12.0,5.814,6.321
00-0040669,Isaac TeSlaa,WR,False,70.0,24.529,1,5.4214,5.9446,4.1118,14.0,6.989,5.821
00-0040648,Tory Horton,WR,False,166.0,23.757,1,8.1375,5.8611,5.0982,8.0,4.885,5.383
00-0041037,Denzel Boston,WR,True,39.0,22.738,0,9.5219,5.7691,6.389,8.881,7.042,6.283
00-0041035,De'Zhaun Stribling,WR,True,33.0,23.705,0,9.5219,5.7487,7.131,8.881,6.932,6.283
00-0040311,Theo Wease Jr.,WR,False,,25.186,1,8.6333,5.7321,5.7323,3.0,3.798,3.65
00-0035535,Darius Slayton,WR,False,171.0,29.635,7,7.0571,5.6859,4.8582,14.0,5.725,5.096
00-0041489,Germie Bernard,WR,True,47.0,22.749,0,9.5219,5.6087,6.389,8.881,7.015,6.283
00-0036415,Van Jefferson,WR,False,57.0,30.101,6,5.0,5.6019,4.5327,14.0,6.293,4.97
00-0038393,Dontayvion Wicks,WR,False,159.0,25.211,3,5.8308,5.5178,4.9251,13.0,6.147,6.258
00-0036988,Josh Palmer,WR,False,77.0,26.944,5,4.3583,5.4443,5.1836,12.0,5.665,6.144
00-0032385,Sterling Shepard,WR,False,40.0,33.556,10,6.3077,5.3011,5.4945,13.0,4.702,3.921
00-0041040,Antonio Williams,WR,True,71.0,22.133,0,4.9589,5.2631,4.9958,7.364,6.834,6.223
00-0039355,Luke McCaffrey,WR,False,100.0,25.416,2,5.7,5.1989,4.3319,9.0,5.281,4.958
00-0037742,Treylon Burks,WR,False,18.0,26.443,4,3.625,5.1955,5.0275,8.0,4.939,3.872
00-0040870,Ja'Kobi Lane,WR,True,80.0,22.073,0,4.9589,5.1644,4.7369,7.364,6.807,6.062
00-0040729,Jack Bech,WR,False,58.0,23.705,1,3.0286,5.1583,5.0002,14.0,7.256,7.418
00-0037666,Jalen Tolbert,WR,False,88.0,27.51,4,3.8583,5.1183,4.099,12.0,5.356,5.575
00-0041044,Zachariah Branch,WR,True,79.0,22.426,0,4.9589,5.1175,4.2303,7.364,6.764,6.223
00-0041048,Ted Hurst III,WR,True,84.0,22.166,0,4.9589,5.104,4.7369,7.364,6.778,6.062
00-0041042,Malachi Fields,WR,True,74.0,23.018,0,4.9589,5.0793,4.5057,7.364,6.706,5.914
00-0038619,Andrei Iosivas,WR,False,206.0,26.881,3,5.9933,5.0789,5.3227,15.0,6.124,6.5
00-0041523,Caleb Douglas,WR,True,75.0,22.979,0,4.9589,5.0735,4.5057,7.364,6.707,5.914
00-0041047,Chris Brazzell II,WR,True,83.0,22.859,0,4.9589,5.0005,4.4347,7.364,6.69,5.752
00-0041525,Chris Bell,WR,True,94.0,22.235,0,4.9589,4.9876,4.3566,7.364,6.728,6.062
00-0041051,Zavion Thomas,WR,True,89.0,22.547,0,4.9589,4.9873,4.0612,7.364,6.707,5.752
00-0039424,Devaughn Vele,WR,False,235.0,28.721,2,7.3667,4.9758,4.0227,9.0,4.424,5.055
00-0037291,Jalen Nailor,WR,False,191.0,27.502,4,5.9235,4.9521,5.3117,17.0,6.508,7.425
00-0040782,Isaiah Bond,WR,False,,22.465,1,3.6467,4.9455,5.1578,15.0,7.42,6.425
00-0039739,Roman Wilson,WR,False,84.0,25.202,2,4.2889,4.9306,3.51,9.0,5.454,4.958
00-0039410,Ryan Flournoy,WR,False,216.0,26.848,2,7.6,4.9256,5.3947,15.0,6.59,7.026
00-0040237,Tez Johnson,WR,False,235.0,24.291,1,6.16,4.9007,5.1564,15.0,6.209,6.34
00-0030564,DeAndre Hopkins,WR,False,27.0,34.238,13,3.9412,4.8395,6.22,17.0,5.185,4.928
00-0036626,Dyami Brown,WR,False,82.0,26.834,5,4.5182,4.6922,3.8555,11.0,5.646,5.802
00-0033857,JuJu Smith-Schuster,WR,False,62.0,29.775,9,4.3235,4.6579,4.0221,17.0,5.884,5.254
00-0041550,Brenen Thompson,WR,True,105.0,23.105,0,3.503,4.6536,3.6737,6.855,6.393,5.752
00-0039880,Malik Washington,WR,False,184.0,25.865,2,6.8647,4.6344,3.8718,17.0,7.1,5.148
00-0040876,Elijah Sarratt,WR,True,115.0,23.264,0,3.503,4.5391,3.4857,6.855,6.329,5.752
00-0036849,Tutu Atwell,WR,False,57.0,26.903,5,3.9,4.5239,4.5086,8.0,4.615,4.656
00-0039792,Devontez Walker,WR,False,113.0,25.202,2,4.7,4.464,2.6409,8.0,4.659,4.179
00-0033891,Zay Jones,WR,False,37.0,31.426,9,5.05,4.4548,5.5352,6.0,3.268,3.035
00-0041070,Reggie Virgil,WR,True,143.0,22.3,0,3.503,4.3958,3.7717,6.855,6.16,5.734
00-0037231,Kevin Austin Jr.,WR,False,,26.424,4,6.6,4.3276,4.0633,5.0,3.637,3.933
00-0041443,Skyler Bell,WR,True,125.0,24.159,0,3.503,4.3087,2.3,6.855,6.167,4.405
00-0041397,Kaden Wetjen,WR,True,121.0,24.482,0,3.503,4.2875,2.329,6.855,6.141,4.22
00-0040164,Jaylin Lane,WR,False,128.0,24.337,1,3.4133,4.2796,3.6757,15.0,6.863,6.14
00-0041067,Bryce Lance,WR,True,136.0,24.033,0,3.503,4.2449,1.9664,6.855,6.135,4.405
00-0041446,Kendrick Law,WR,True,168.0,22.218,0,3.503,4.241,3.7717,6.855,6.058,5.734
00-0041069,Colbie Young,WR,True,140.0,24.107,0,3.503,4.2032,2.3,6.855,6.107,4.354
00-0032211,Tyler Lockett,WR,False,69.0,33.925,11,3.9471,4.196,3.1436,17.0,4.742,3.149
00-0040277,Jahdae Walker,WR,False,,24.159,1,4.45,4.1862,2.7633,6.0,4.209,3.212
00-0040522,Xavier Restrepo,WR,False,,24.389,1,3.55,4.0854,3.1931,2.0,3.809,2.837
00-0041529,Kevin Coleman Jr.,WR,True,177.0,22.977,0,2.5356,4.0595,3.2816,3.745,5.917,5.425
00-0040581,Dont'e Thornton Jr.,WR,False,108.0,23.754,1,2.1364,4.0318,4.0608,11.0,6.093,6.236
00-0040890,Cyrus Allen,WR,True,176.0,23.554,0,2.5356,3.9701,3.2816,3.745,5.845,5.425
00-0041099,Barion Brown,WR,True,190.0,22.722,0,2.5356,3.9396,3.4763,3.745,5.718,4.873
00-0037801,KaVontae Turpin,WR,False,,30.081,4,5.6333,3.8921,3.9188,15.0,6.219,4.936
00-0038891,Shedrick Jackson,WR,False,,26.867,3,5.3,3.8826,2.9518,3.0,3.02,3.37
00-0041100,Josh Cameron,WR,True,191.0,23.458,0,2.5356,3.812,3.2816,3.745,5.616,4.873
00-0041467,Lewis Bond,WR,True,204.0,23.261,0,2.5356,3.7712,3.2816,3.745,5.582,4.873
00-0040895,Emmanuel Henderson Jr.,WR,True,199.0,23.45,0,2.5356,3.7678,3.2816,3.745,5.581,4.873
00-0036427,Tyler Johnson,WR,False,161.0,28.02,6,4.1889,3.7486,3.766,9.0,3.633,3.465
00-0034983,Hunter Renfrow,WR,False,149.0,30.697,7,5.9833,3.7369,2.3833,6.0,2.524,2.815
00-0040894,Malik Benson,WR,True,195.0,23.875,0,2.5356,3.7202,3.0382,3.745,5.543,4.873
00-0038839,Mitchell Tinsley,WR,False,,26.963,3,3.95,3.7085,2.9546,8.0,4.216,3.522
00-0040406,Quentin Skinner,WR,False,,24.688,1,4.0,3.7013,2.2295,1.0,3.214,2.695
00-0041106,C.J. Williams,WR,True,203.0,23.858,0,2.5356,3.678,3.2156,3.745,5.508,4.873
00-0039920,Malachi Corley,WR,False,65.0,24.45,2,2.6333,3.6669,2.4287,12.0,6.168,4.644
00-0035500,Greg Dortch,WR,False,,28.261,7,6.2583,3.6224,2.7476,12.0,3.849,3.084
00-0040317,Jacoby Jones,WR,False,,25.123,1,3.5,3.5908,3.2057,1.0,3.1,2.695
00-0041399,CJ Daniels,WR,True,197.0,24.658,0,2.5356,3.5793,2.2549,3.745,5.43,3.617
00-0039062,Jonathan Mingo,WR,False,39.0,25.367,3,0.7,3.5601,4.4614,5.0,3.853,3.101
00-0039451,Isaiah Williams,WR,False,,25.588,2,4.0467,3.5256,3.4885,15.0,6.393,7.698
00-0038728,Jared Wayne,WR,False,,25.901,3,4.0,3.4384,3.1931,1.0,2.57,2.597
00-0040900,Anthony Smith,WR,True,218.0,24.504,0,2.5356,3.4054,2.2549,3.745,5.18,3.466
00-0041132,Deion Burks,WR,True,254.0,23.647,0,2.5356,3.3674,3.2816,3.745,5.126,4.722
00-0037524,Tay Martin,WR,False,,28.715,4,2.15,3.3435,1.8077,2.0,1.051,3.392
00-0034860,Dante Pettis,WR,False,44.0,30.859,8,2.4625,3.2874,3.9756,8.0,2.997,1.831
00-0032398,Chris Moore,WR,False,107.0,33.211,10,3.86,3.2341,3.0305,10.0,3.281,3.391
00-0038938,Jalin Hyatt,WR,False,73.0,24.934,3,1.4167,3.2322,3.1972,6.0,4.06,3.023
00-0033943,Josh Reynolds,WR,False,117.0,31.541,9,4.62,3.231,2.545,5.0,2.16,2.15
00-0040172,Jordan Watkins,WR,False,138.0,24.543,1,2.3,3.2017,2.6989,2.0,3.404,3.398
00-0040009,Savion Williams,WR,False,87.0,24.775,1,2.125,3.1545,3.1616,12.0,6.607,4.705
00-0035359,David Sills,WR,False,,31.261,7,4.0917,3.1535,2.8763,12.0,3.983,3.83
00-0040388,Jakobie Keeney-James,WR,False,,25.931,1,3.5,3.1281,2.6981,1.0,2.745,2.695
00-0036182,Nick Westbrook-Ikhine,WR,False,,29.449,6,1.5308,3.0963,2.5795,13.0,3.635,3.439
00-0036959,Michael Bandy,WR,False,,28.74,5,3.75,3.0518,1.5652,4.0,2.466,2.619
00-0032464,Kalif Raymond,WR,False,,32.066,10,4.4533,3.0283,3.0234,15.0,4.079,4.158
00-0039394,Casey Washington,WR,False,187.0,25.49,2,3.08,2.9429,2.7384,5.0,3.432,3.557
00-0040582,Arian Smith,WR,False,110.0,24.89,1,1.0385,2.9125,2.5174,13.0,5.885,4.598
00-0040154,Tai Felton,WR,False,102.0,23.467,1,0.4583,2.8843,3.6232,12.0,5.835,5.838
00-0036165,Isaiah Hodgins,WR,False,207.0,27.864,6,4.5833,2.8795,2.9046,6.0,2.621,2.349
00-0039379,Jamari Thrash,WR,False,156.0,25.701,2,2.5875,2.8214,2.7384,8.0,4.173,3.68
00-0034521,Allen Lazard,WR,False,,30.725,8,2.5556,2.8161,2.5319,9.0,1.918,1.937
00-0038465,Malik Heath,WR,False,,26.421,3,2.0857,2.7774,2.2295,7.0,3.825,2.788
00-0036620,Dee Eskridge,WR,False,56.0,29.443,5,0.9273,2.7425,2.6214,11.0,4.329,4.781
00-0040259,Gage Larvadain,WR,False,,23.661,1,1.1077,2.6732,3.3427,13.0,5.75,5.816
00-0040646,Jalen Royals,WR,False,133.0,23.535,1,1.2,2.6147,3.6488,2.0,3.198,4.376
00-0040184,KeAndre Lambert-Smith,WR,False,158.0,24.877,1,1.61,2.59,2.294,10.0,4.711,4.342
00-0039623,Mason Tipton,WR,False,,25.928,2,2.55,2.5181,2.6757,8.0,4.23,2.209
00-0032951,Laquon Treadwell,WR,False,23.0,31.218,10,0.0,2.471,5.6252,6.0,2.395,2.558
00-0039521,Xavier Weaver,WR,False,,25.887,2,1.9571,2.4094,2.6981,7.0,3.818,3.351
00-0038647,Ronnie Bell,WR,False,253.0,26.593,3,5.15,2.3502,2.6682,2.0,1.493,4.128
00-0033591,Noah Brown,WR,False,239.0,30.654,9,3.325,2.3478,2.7937,4.0,0.558,2.309
00-0036630,Tylan Wallace,WR,False,131.0,27.305,5,1.3182,2.3362,2.2956,11.0,4.249,4.417
00-0035639,Parris Campbell,WR,False,59.0,29.129,7,0.0,2.3201,2.5398,1.0,1.138,2.867
00-0035645,Gunner Olszewski,WR,False,,29.764,7,2.2388,2.3107,1.77,16.0,5.139,2.411
00-0040432,Beaux Collins,WR,False,,23.71,1,1.125,2.249,3.7673,4.0,3.342,3.812
00-0035891,Cody White,WR,False,,27.76,6,2.25,2.2336,2.2488,8.0,2.606,2.123
00-0038953,Dylan Drummond,WR,False,,26.623,3,1.8667,2.2032,2.6981,6.0,3.223,1.88
00-0034407,Ray-Ray McCloud,WR,False,187.0,29.879,8,2.3167,2.1826,2.4378,6.0,1.233,0.967
00-0039589,Kameron Johnson,WR,False,,24.46,2,1.0412,2.1792,2.2863,17.0,5.961,6.648
00-0036841,Austin Trammell,WR,False,,28.162,5,1.2667,2.1035,2.2762,6.0,1.933,2.231
00-0038824,Ryan Miller,WR,False,,26.53,3,1.2667,2.0255,2.248,9.0,3.823,3.478
00-0039650,Bryce Oliver,WR,False,,26.287,2,0.9,2.0079,2.24,2.0,2.218,2.597
00-0035021,Ashton Dulin,WR,False,,29.298,7,1.6667,2.0038,1.8995,12.0,3.907,3.8
00-0038496,Xavier Gipson,WR,False,,25.484,3,0.4333,1.9166,2.0066,6.0,3.264,2.788
00-0035298,Scott Miller,WR,False,208.0,29.088,7,3.04,1.8553,2.054,5.0,1.695,1.952
00-0038640,Jalen Brooks,WR,False,244.0,26.32,3,1.62,1.8542,2.2756,5.0,2.246,2.788
00-0040534,Ke'Shawn Williams,WR,False,,24.679,1,0.2273,1.8486,2.2957,11.0,4.951,3.742
00-0040506,Myles Price,WR,False,,24.71,1,0.0,1.84,2.3124,16.0,5.954,6.605
00-0039816,Anthony Gould,WR,False,142.0,25.405,2,0.2364,1.7947,1.8864,11.0,4.338,4.156
00-0034386,Justin Watson,WR,False,144.0,30.41,8,2.0,1.7661,1.9392,3.0,1.388,2.119
00-0037487,Deven Thompkins,WR,False,,26.692,4,0.8857,1.7545,2.2367,7.0,2.856,2.788
00-0040629,Dalevon Campbell,WR,False,,24.74,1,0.0,1.7544,2.2549,1.0,2.498,2.695
00-0039884,Tahj Washington,WR,False,241.0,25.296,2,2.35,1.71,2.6981,2.0,1.738,2.111
00-0036176,Mason Kinsey,WR,False,,28.009,6,1.1333,1.6937,2.2295,6.0,2.453,2.194
00-0040431,Dalen Cambre,WR,False,,25.394,1,0.0,1.6569,2.2549,3.0,2.872,2.695
00-0037091,Bo Melton,WR,False,229.0,27.291,4,1.8615,1.6492,2.1676,13.0,4.156,3.871
00-0036497,Tim Jones,WR,False,,28.299,5,1.25,1.6259,1.5459,2.0,1.612,2.526
00-0038519,Nikko Remigio,WR,False,,26.826,3,0.3,1.6059,2.3295,14.0,4.986,3.644
