player_id,season,position,family,feature_coverage_fraction,row_70pct_covered,prior_team_available,provenance_quality,split
00-0021206,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0022803,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0023459,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0023662,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0023682,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026158,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026197,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026498,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026544,2018,QB,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0027796,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027854,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027948,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027973,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029604,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029682,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030520,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030565,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031237,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031280,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031288,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031345,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031503,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031800,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032245,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032950,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033104,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033119,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033899,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033936,2018,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0023500,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0025394,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0025399,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026213,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028011,2018,RB,OPPORTUNITY_ROLE,0.9411764705882353,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028063,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028064,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028083,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029141,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029205,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029273,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029492,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029613,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030107,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030404,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030433,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030456,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030656,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031045,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031102,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031209,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031301,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031577,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031599,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031665,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031687,2018,RB,OPPORTUNITY_ROLE,0.9411764705882353,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031959,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032104,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032187,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032257,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032371,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032393,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032404,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032426,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032450,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032741,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032794,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032940,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032964,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032972,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033025,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033118,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033293,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033295,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033296,2018,RB,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0033308,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033376,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033526,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033553,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033567,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033581,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033596,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033760,2018,RB,OPPORTUNITY_ROLE,0.9411764705882353,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033893,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033897,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033948,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033950,2018,RB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033955,2018,RB,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0022921,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0024334,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026176,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026189,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026345,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026901,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027681,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027685,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027874,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027942,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028002,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028091,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028114,2018,WR,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0028116,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028263,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028497,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028825,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029159,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029293,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029640,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029664,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030068,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030085,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030300,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030516,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030521,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030542,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030670,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030737,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031060,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031068,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031166,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031189,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031235,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031257,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031326,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031339,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031344,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031381,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031382,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031408,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031545,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031547,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031868,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031941,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032009,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032054,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032112,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032166,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032362,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032385,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032423,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032475,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032543,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032626,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032688,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032707,2018,WR,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0032760,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032791,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032795,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032935,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032959,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032966,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032977,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032980,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033009,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033060,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033094,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033127,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033282,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033292,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033306,2018,WR,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0033307,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033434,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033460,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033466,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033552,2018,WR,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0033562,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033572,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033859,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033921,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033932,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033933,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033968,2018,WR,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0024221,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027061,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027139,2018,TE,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0027215,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027696,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027873,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027985,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028042,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028093,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028097,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028903,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029091,2018,TE,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0029119,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029587,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029689,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029738,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030089,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030181,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030422,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030472,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030549,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031273,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031384,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031418,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031484,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031598,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031609,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031690,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031744,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031884,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032062,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032098,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032120,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032134,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032141,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032214,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032227,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032430,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0032745,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033080,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033117,2018,TE,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0033258,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033288,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033421,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033528,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033559,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033576,2018,TE,OPPORTUNITY_ROLE,0.0,0,0,HIGH_LOCKED_LAGGED_PBP,development
00-0033611,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033879,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033881,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0033885,2018,TE,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0022787,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0022803,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0022924,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0023682,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026143,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026158,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026498,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026544,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0026625,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027688,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027939,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0027973,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028118,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0028986,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0029665,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030520,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0030533,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
00-0031237,2019,QB,OPPORTUNITY_ROLE,1.0,1,1,HIGH_LOCKED_LAGGED_PBP,development
