player_id,player_name,position,target_season,target_games,target_max_games,PREV_RATE,PREV_GAMES,POSITION_MEAN,RIDGE_MINIMAL,RIDGE_MINIMAL_lo80,RIDGE_MINIMAL_hi80,RIDGE_MINIMAL_resid_q10,RIDGE_MINIMAL_resid_q90,RIDGE_MINIMAL_fallback,POISSON_MINIMAL,POISSON_MINIMAL_lo80,POISSON_MINIMAL_hi80,POISSON_MINIMAL_resid_q10,POISSON_MINIMAL_resid_q90,POISSON_MINIMAL_fallback,RIDGE_FULL,RIDGE_FULL_lo80,RIDGE_FULL_hi80,RIDGE_FULL_resid_q10,RIDGE_FULL_resid_q90,RIDGE_FULL_fallback,MULTINOMIAL_HURDLE,MULTINOMIAL_HURDLE_lo80,MULTINOMIAL_HURDLE_hi80,MULTINOMIAL_HURDLE_resid_q10,MULTINOMIAL_HURDLE_resid_q90,MULTINOMIAL_HURDLE_fallback
00-0026498,Matthew Stafford,QB,2018,16,16,16.0,16.0,4.747826086956522,8.672994463167822,3.418105857710631,16.0,-5.25488860545719,7.831437895803678,False,10.048102604700123,5.276169948720488,16.0,-4.771932655979635,7.03805901780772,False,8.956838489167726,3.339220768570616,16.0,-5.61761772059711,7.33372206828126,False,10.719662618930583,6.139886184427828,16.0,-4.5797764345027545,6.791051332906006,False
00-0026544,Chase Daniel,QB,2018,4,16,1.0,1.0,4.747826086956522,1.9588874093029012,0.0,9.79032530510658,-5.25488860545719,7.831437895803678,False,2.2824410256347645,0.0,9.320500043442484,-4.771932655979635,7.03805901780772,False,2.6220974755131787,0.0,9.955819543794439,-5.61761772059711,7.33372206828126,False,2.4398066062031645,0.0,9.230857939109171,-4.5797764345027545,6.791051332906006,False
00-0027796,Joe Webb,QB,2018,4,16,9.0,9.0,4.747826086956522,5.27071391324606,0.01582530778886948,13.102151809049737,-5.25488860545719,7.831437895803678,False,4.733701909528351,0.0,11.771760927336071,-4.771932655979635,7.03805901780772,False,3.9124821746681526,0.0,11.246204242949412,-5.61761772059711,7.33372206828126,False,4.280179758587014,0.0,11.07123109149302,-4.5797764345027545,6.791051332906006,False
00-0027854,Sam Bradford,QB,2018,3,16,2.0,2.0,4.747826086956522,3.5210580607500956,0.0,11.352495956553774,-5.25488860545719,7.831437895803678,False,3.117430563564993,0.0,10.155489581372713,-4.771932655979635,7.03805901780772,False,4.808845203321593,0.0,12.142567271602854,-5.61761772059711,7.33372206828126,False,2.941357636726927,0.0,9.732408969632933,-4.5797764345027545,6.791051332906006,False
00-0027948,Blaine Gabbert,QB,2018,8,16,5.0,5.0,4.747826086956522,3.7031231488478884,0.0,11.534561044651566,-5.25488860545719,7.831437895803678,False,3.3432529758011773,0.0,10.381311993608897,-4.771932655979635,7.03805901780772,False,3.493326546387511,0.0,10.82704861466877,-5.61761772059711,7.33372206828126,False,3.040971502708027,0.0,9.832022835614033,-4.5797764345027545,6.791051332906006,False
00-0027973,Andy Dalton,QB,2018,11,16,16.0,16.0,4.747826086956522,8.168562104196322,2.913673498739132,16.0,-5.25488860545719,7.831437895803678,False,8.96194098219228,4.190008326212645,16.0,-4.771932655979635,7.03805901780772,False,7.571464467777707,1.953846747180597,14.905186536058967,-5.61761772059711,7.33372206828126,False,9.208948667093994,4.629172232591239,16.0,-4.5797764345027545,6.791051332906006,False
00-0028012,Ryan Mallett,QB,2018,0,16,2.0,2.0,4.747826086956522,2.549510697442612,0.0,10.38094859324629,-5.25488860545719,7.831437895803678,False,2.5866504348115065,0.0,9.624709452619227,-4.771932655979635,7.03805901780772,False,2.9177228262674326,0.0,10.251444894548692,-5.61761772059711,7.33372206828126,False,2.5853107895552263,0.0,9.376362122461233,-4.5797764345027545,6.791051332906006,False
00-0028090,T.J. Yates,QB,2018,0,16,4.0,4.0,4.747826086956522,3.7052547072530837,0.0,11.53669260305676,-5.25488860545719,7.831437895803678,False,3.3642018818597834,0.0,10.402260899667503,-4.771932655979635,7.03805901780772,False,3.7721771606879924,0.0,11.105899228969252,-5.61761772059711,7.33372206828126,False,3.284223278719346,0.0,10.075274611625353,-4.5797764345027545,6.791051332906006,False
00-0028595,Scott Tolzien,QB,2018,0,16,1.0,1.0,4.747826086956522,2.047209896876309,0.0,9.878647792679986,-5.25488860545719,7.831437895803678,False,2.321499365285994,0.0,9.359558383093715,-4.771932655979635,7.03805901780772,False,0.0,0.0,7.33372206828126,-5.61761772059711,7.33372206828126,False,2.458977621705264,0.0,9.25002895461127,-4.5797764345027545,6.791051332906006,False
00-0028957,Austin Davis,QB,2018,0,16,1.0,1.0,4.747826086956522,2.463319768274399,0.0,10.294757664078077,-5.25488860545719,7.831437895803678,False,2.55906635184568,0.0,9.597125369653401,-4.771932655979635,7.03805901780772,False,2.8303710306754954,0.0,10.164093098956755,-5.61761772059711,7.33372206828126,False,2.702512031673298,0.0,9.493563364579304,-4.5797764345027545,6.791051332906006,False
00-0029263,Russell Wilson,QB,2018,0,16,16.0,16.0,4.747826086956522,8.672994463167822,3.418105857710631,16.0,-5.25488860545719,7.831437895803678,False,10.048102604700123,5.276169948720488,16.0,-4.771932655979635,7.03805901780772,False,9.858313182276973,4.240695461679863,16.0,-5.61761772059711,7.33372206828126,False,10.719662618930583,6.139886184427828,16.0,-4.5797764345027545,6.791051332906006,False
00-0029604,Kirk Cousins,QB,2018,16,16,16.0,16.0,4.747826086956522,8.168562104196322,2.913673498739132,16.0,-5.25488860545719,7.831437895803678,False,8.96194098219228,4.190008326212645,16.0,-4.771932655979635,7.03805901780772,False,8.618189483380796,3.000571762783686,15.951911551662056,-5.61761772059711,7.33372206828126,False,9.208948667093994,4.629172232591239,16.0,-4.5797764345027545,6.791051332906006,False
00-0029682,Brock Osweiler,QB,2018,7,16,6.0,6.0,4.747826086956522,4.5332113332388735,0.0,12.364649229042552,-5.25488860545719,7.831437895803678,False,4.037219708716992,0.0,11.075278726524711,-4.771932655979635,7.03805901780772,False,4.877318287638385,0.0,12.211040355919645,-5.61761772059711,7.33372206828126,False,3.9178437223721616,0.0,10.708895055278168,-4.5797764345027545,6.791051332906006,False
00-0030151,Tyler Bray,QB,2018,0,16,1.0,1.0,4.747826086956522,2.463319768274399,0.0,10.294757664078077,-5.25488860545719,7.831437895803678,False,2.55906635184568,0.0,9.597125369653401,-4.771932655979635,7.03805901780772,False,3.044085964561553,0.0,10.377808032842813,-5.61761772059711,7.33372206828126,False,2.702512031673298,0.0,9.493563364579304,-4.5797764345027545,6.791051332906006,False
00-0030520,Mike Glennon,QB,2018,2,16,4.0,4.0,4.747826086956522,2.935854885561363,0.0,10.76729278136504,-5.25488860545719,7.831437895803678,False,2.8516292112459767,0.0,9.889688229053696,-4.771932655979635,7.03805901780772,False,2.9363321012284507,0.0,10.27005416950971,-5.61761772059711,7.33372206828126,False,2.70990875981379,0.0,9.500960092719797,-4.5797764345027545,6.791051332906006,False
00-0030524,Landry Jones,QB,2018,0,16,3.0,3.0,4.747826086956522,3.1401339855823216,0.0,10.971571881386,-5.25488860545719,7.831437895803678,False,2.931405629659064,0.0,9.969464647466785,-4.771932655979635,7.03805901780772,False,2.3359040350869726,0.0,9.669626103368232,-5.61761772059711,7.33372206828126,False,2.78293690202028,0.0,9.573988234926286,-4.5797764345027545,6.791051332906006,False
00-0030526,EJ Manuel,QB,2018,0,16,2.0,2.0,4.747826086956522,2.637833185016019,0.0,10.469271080819697,-5.25488860545719,7.831437895803678,False,2.630914566987177,0.0,9.668973584794898,-4.771932655979635,7.03805901780772,False,2.681695007370045,0.0,10.015417075651305,-5.61761772059711,7.33372206828126,False,2.611172490040125,0.0,9.402223822946132,-4.5797764345027545,6.791051332906006,False
00-0030565,Geno Smith,QB,2018,4,16,2.0,2.0,4.747826086956522,2.3728657222957956,0.0,10.204303618099473,-5.25488860545719,7.831437895803678,False,2.5003438220356253,0.0,9.538402839843346,-4.771932655979635,7.03805901780772,False,1.8914461226924093,0.0,9.225168190973669,-5.61761772059711,7.33372206828126,False,2.536880592889151,0.0,9.327931925795157,-4.5797764345027545,6.791051332906006,False
00-0031064,Tom Savage,QB,2018,0,16,8.0,8.0,4.747826086956522,4.415123162386126,0.0,12.246561058189805,-5.25488860545719,7.831437895803678,False,3.96968198809532,0.0,11.00774100590304,-4.771932655979635,7.03805901780772,False,3.2083685840011853,0.0,10.542090652282445,-5.61761772059711,7.33372206828126,False,3.5093730480685936,0.0,10.3004243809746,-4.5797764345027545,6.791051332906006,False
00-0031076,David Fales,QB,2018,0,16,2.0,2.0,4.747826086956522,2.2845432347223884,0.0,10.115981130526066,-5.25488860545719,7.831437895803678,False,2.4582764927456644,0.0,9.496335510553385,-4.771932655979635,7.03805901780772,False,3.2746230027054297,0.0,10.60834507098669,-5.61761772059711,7.33372206828126,False,2.514226728981386,0.0,9.305278061887392,-4.5797764345027545,6.791051332906006,False
00-0031237,Teddy Bridgewater,QB,2018,4,16,1.0,1.0,4.747826086956522,2.463319768274399,0.0,10.294757664078077,-5.25488860545719,7.831437895803678,False,2.55906635184568,0.0,9.597125369653401,-4.771932655979635,7.03805901780772,False,2.133707759673778,0.0,9.467429827955037,-5.61761772059711,7.33372206828126,False,2.702512031673298,0.0,9.493563364579304,-4.5797764345027545,6.791051332906006,False
00-0031280,Derek Carr,QB,2018,16,16,15.0,15.0,4.747826086956522,7.754583791203428,2.499695185746238,15.586021687007106,-5.25488860545719,7.831437895803678,False,8.180915595207981,3.4089829392283466,15.218974613015702,-4.771932655979635,7.03805901780772,False,7.765848937598484,2.148231217001374,15.099571005879744,-5.61761772059711,7.33372206828126,False,8.367573180276246,3.787796745773491,15.158624513182252,-4.5797764345027545,6.791051332906006,False
00-0031288,AJ McCarron,QB,2018,2,16,2.0,2.0,4.747826086956522,2.877298081267294,0.0,10.708735977070972,-5.25488860545719,7.831437895803678,False,2.8033783441292237,0.0,9.841437361936944,-4.771932655979635,7.03805901780772,False,2.231132729726028,0.0,9.564854798007287,-5.61761772059711,7.33372206828126,False,2.8577558869536,0.0,9.648807219859606,-4.5797764345027545,6.791051332906006,False
00-0031345,Jimmy Garoppolo,QB,2018,3,16,6.0,6.0,4.747826086956522,4.028778974267375,0.0,11.860216870071053,-5.25488860545719,7.831437895803678,False,3.6008116343020764,0.0,10.638870652109796,-4.771932655979635,7.03805901780772,False,4.887834079616257,0.0,12.221556147897516,-5.61761772059711,7.33372206828126,False,3.2289766795414807,0.0,10.020028012447487,-4.5797764345027545,6.791051332906006,False
00-0031503,Jameis Winston,QB,2018,11,16,13.0,13.0,4.747826086956522,7.191594627937862,1.9367060224806716,15.02303252374154,-5.25488860545719,7.831437895803678,False,7.173128149481827,2.4011954935021924,14.211187167289548,-4.771932655979635,7.03805901780772,False,7.7242363019208415,2.1066185813237315,15.057958370202101,-5.61761772059711,7.33372206828126,False,7.199073676560816,2.619297242058061,13.990125009466823,-4.5797764345027545,6.791051332906006,False
00-0031568,Bryce Petty,QB,2018,0,16,4.0,4.0,4.747826086956522,3.3774673234284007,0.0,11.20890521923208,-5.25488860545719,7.831437895803678,False,3.1041169590005127,0.0,10.142175976808232,-4.771932655979635,7.03805901780772,False,2.4534942188276805,0.0,9.78721628710894,-5.61761772059711,7.33372206828126,False,2.8826465520388695,0.0,9.673697884944875,-4.5797764345027545,6.791051332906006,False
00-0031589,Brett Hundley,QB,2018,0,16,11.0,11.0,4.747826086956522,6.603102898203347,1.3482142927461567,14.434540794007024,-5.25488860545719,7.831437895803678,False,6.369175603710882,1.5972429477312478,13.407234621518603,-4.771932655979635,7.03805901780772,False,7.271066568945388,1.6534488483482779,14.604788637226648,-5.61761772059711,7.33372206828126,False,6.747673133069561,2.167896698566807,13.538724465975568,-4.5797764345027545,6.791051332906006,False
00-0031800,Taylor Heinicke,QB,2018,5,16,1.0,1.0,4.747826086956522,2.463319768274399,0.0,10.294757664078077,-5.25488860545719,7.831437895803678,False,2.55906635184568,0.0,9.597125369653401,-4.771932655979635,7.03805901780772,False,1.2600143686213636,0.0,8.593736436902624,-5.61761772059711,7.33372206828126,False,2.702512031673298,0.0,9.493563364579304,-4.5797764345027545,6.791051332906006,False
00-0032156,Trevor Siemian,QB,2018,0,16,11.0,11.0,4.747826086956522,6.363638001952072,1.1087493964948818,14.19507589775575,-5.25488860545719,7.831437895803678,False,5.977344053682213,1.2054113977025782,13.015403071489933,-4.771932655979635,7.03805901780772,False,5.938817794846769,0.321200074249659,13.272539863128028,-5.61761772059711,7.33372206828126,False,5.732877327799436,1.1531008932966813,12.523928660705442,-4.5797764345027545,6.791051332906006,False
00-0032245,Sean Mannion,QB,2018,3,16,5.0,5.0,4.747826086956522,3.2615107109808497,0.0,11.092948606784528,-5.25488860545719,7.831437895803678,False,3.0713139911614076,0.0,10.109373008969127,-4.771932655979635,7.03805901780772,False,2.014754691406841,0.0,9.3484767596881,-5.61761772059711,7.33372206828126,False,2.8373852429206323,0.0,9.628436575826639,-4.5797764345027545,6.791051332906006,False
00-0032431,Jake Rudock,QB,2018,0,16,3.0,3.0,4.747826086956522,3.291276394260189,0.0,11.122714290063866,-5.25488860545719,7.831437895803678,False,3.071014604472681,0.0,10.109073622280402,-4.771932655979635,7.03805901780772,False,2.3345518312511118,0.0,9.668273899532371,-5.61761772059711,7.33372206828126,False,3.0491908286140124,0.0,9.840242161520019,-4.5797764345027545,6.791051332906006,False
00-0032630,Joe Callahan,QB,2018,0,16,1.0,1.0,4.747826086956522,2.463319768274399,0.0,10.294757664078077,-5.25488860545719,7.831437895803678,False,2.55906635184568,0.0,9.597125369653401,-4.771932655979635,7.03805901780772,False,2.117039412244573,0.0,9.450761480525832,-5.61761772059711,7.33372206828126,False,2.702512031673298,0.0,9.493563364579304,-4.5797764345027545,6.791051332906006,False
00-0032784,Kevin Hogan,QB,2018,0,16,4.0,4.0,4.747826086956522,3.112499860708178,0.0,10.943937756511856,-5.25488860545719,7.831437895803678,False,2.9500614572220627,0.0,9.988120475029783,-4.771932655979635,7.03805901780772,False,3.3561058045999026,0.0,10.689827872881162,-5.61761772059711,7.33372206828126,False,2.7746067954684572,0.0,9.565658128374464,-4.5797764345027545,6.791051332906006,False
00-0032950,Carson Wentz,QB,2018,11,16,13.0,13.0,4.747826086956522,7.191594627937862,1.9367060224806716,15.02303252374154,-5.25488860545719,7.831437895803678,False,7.173128149481827,2.4011954935021924,14.211187167289548,-4.771932655979635,7.03805901780772,False,9.014171018766021,3.396553298168911,16.0,-5.61761772059711,7.33372206828126,False,7.199073676560816,2.619297242058061,13.990125009466823,-4.5797764345027545,6.791051332906006,False
00-0033077,Dak Prescott,QB,2018,0,16,16.0,16.0,4.747826086956522,8.672994463167822,3.418105857710631,16.0,-5.25488860545719,7.831437895803678,False,10.048102604700123,5.276169948720488,16.0,-4.771932655979635,7.03805901780772,False,8.757419585568758,3.1398018649716484,16.0,-5.61761772059711,7.33372206828126,False,10.719662618930583,6.139886184427828,16.0,-4.5797764345027545,6.791051332906006,False
00-0033104,Cody Kessler,QB,2018,5,16,3.0,3.0,4.747826086956522,3.3167789607291374,0.0,11.148216856532816,-5.25488860545719,7.831437895803678,False,3.032591589901142,0.0,10.070650607708863,-4.771932655979635,7.03805901780772,False,1.9565547576798727,0.0,9.290276825961133,-5.61761772059711,7.33372206828126,False,2.8538567852239196,0.0,9.644908118129926,-4.5797764345027545,6.791051332906006,False
00-0033108,Paxton Lynch,QB,2018,0,16,2.0,2.0,4.747826086956522,2.4611882098692037,0.0,10.29262610567288,-5.25488860545719,7.831437895803678,False,2.5431310297439875,0.0,9.581190047551708,-4.771932655979635,7.03805901780772,False,2.3021785263658447,0.0,9.635900594647104,-5.61761772059711,7.33372206828126,False,2.5605612628592302,0.0,9.351612595765236,-4.5797764345027545,6.791051332906006,False
00-0033119,Jacoby Brissett,QB,2018,4,16,16.0,16.0,4.747826086956522,7.020369765742023,1.7654811602848328,14.8518076615457,-5.25488860545719,7.831437895803678,False,7.187949598674418,2.4160169426947835,14.226008616482138,-4.771932655979635,7.03805901780772,False,6.503264974510836,0.8856472539137261,13.836987042792096,-5.61761772059711,7.33372206828126,False,7.132746989412115,2.5529705549093604,13.92379832231812,-4.5797764345027545,6.791051332906006,False
00-0033537,Deshaun Watson,QB,2018,0,16,7.0,7.0,4.747826086956522,4.947189646231768,0.0,12.778627542035446,-5.25488860545719,7.831437895803678,False,4.422649804975205,0.0,11.460708822782927,-4.771932655979635,7.03805901780772,False,8.263956198533112,2.646338477936002,15.597678266814372,-5.61761772059711,7.33372206828126,False,4.332779845300024,0.0,11.12383117820603,-4.5797764345027545,6.791051332906006,False
00-0033662,Cooper Rush,QB,2018,0,16,2.0,2.0,4.747826086956522,2.877298081267294,0.0,10.708735977070972,-5.25488860545719,7.831437895803678,False,2.8033783441292237,0.0,9.841437361936944,-4.771932655979635,7.03805901780772,False,3.1800450026371516,0.0,10.513767070918412,-5.61761772059711,7.33372206828126,False,2.8577558869536,0.0,9.648807219859606,-4.5797764345027545,6.791051332906006,False
00-0033869,Mitchell Trubisky,QB,2018,0,16,12.0,12.0,4.747826086956522,7.017081211196242,1.7621926057390516,14.84851910699992,-5.25488860545719,7.831437895803678,False,6.9772356408506235,2.205302984870989,14.015294658658345,-4.771932655979635,7.03805901780772,False,6.309126217436,0.6915084968388898,13.64284828571726,-5.61761772059711,7.33372206828126,False,7.518080045433456,2.938303610930702,14.309131378339462,-4.5797764345027545,6.791051332906006,False
00-0033873,Patrick Mahomes,QB,2018,0,16,1.0,1.0,4.747826086956522,2.463319768274399,0.0,10.294757664078077,-5.25488860545719,7.831437895803678,False,2.55906635184568,0.0,9.597125369653401,-4.771932655979635,7.03805901780772,False,4.287036520834697,0.0,11.620758589115956,-5.61761772059711,7.33372206828126,False,2.702512031673298,0.0,9.493563364579304,-4.5797764345027545,6.791051332906006,False
00-0033899,DeShone Kizer,QB,2018,3,16,15.0,15.0,4.747826086956522,8.259016150174926,3.0041275447177354,16.0,-5.25488860545719,7.831437895803678,False,9.172419173969235,4.4004865179896,16.0,-4.771932655979635,7.03805901780772,False,7.330789329970638,1.7131716093735276,14.664511398251896,-5.61761772059711,7.33372206828126,False,9.950953517585711,5.371177083082957,16.0,-4.5797764345027545,6.791051332906006,False
00-0033936,C.J. Beathard,QB,2018,5,16,6.0,6.0,4.747826086956522,4.5332113332388735,0.0,12.364649229042552,-5.25488860545719,7.831437895803678,False,4.037219708716992,0.0,11.075278726524711,-4.771932655979635,7.03805901780772,False,5.274340207723816,0.0,12.608062276005075,-5.61761772059711,7.33372206828126,False,3.9178437223721616,0.0,10.708895055278168,-4.5797764345027545,6.791051332906006,False
00-0023500,Frank Gore,RB,2018,14,16,16.0,16.0,5.2847533632287,7.659883228375323,1.1864922423496047,16.0,-6.473390986025718,8.512512578607877,False,8.126167517533995,1.7377148910152007,16.0,-6.388452626518794,8.467505889852918,False,7.978750738116524,1.4920060320294812,16.0,-6.486744706087043,8.123850171740438,False,8.097848904468988,1.6522996704412076,16.0,-6.44554923402778,8.506480941236145,False
00-0023564,Darren Sproles,RB,2018,0,16,3.0,3.0,5.2847533632287,4.085303320339755,0.0,12.597815898947633,-6.473390986025718,8.512512578607877,False,3.9426210408432376,0.0,12.410126930696155,-6.388452626518794,8.467505889852918,False,4.297147985771178,0.0,12.420998157511615,-6.486744706087043,8.123850171740438,False,4.186214563429791,0.0,12.692695504665936,-6.44554923402778,8.506480941236145,False
00-0025394,Adrian Peterson,RB,2018,16,16,10.0,10.0,5.2847533632287,4.441265480225385,0.0,12.953778058833262,-6.473390986025718,8.512512578607877,False,4.196216236182468,0.0,12.663722126035385,-6.388452626518794,8.467505889852918,False,5.910875608364114,0.0,14.034725780104552,-6.486744706087043,8.123850171740438,False,4.154251536091826,0.0,12.660732477327972,-6.44554923402778,8.506480941236145,False
00-0025399,Marshawn Lynch,RB,2018,6,16,15.0,15.0,5.2847533632287,7.61160062226095,1.1382096362352314,16.0,-6.473390986025718,8.512512578607877,False,7.875758428229245,1.487305801710451,16.0,-6.388452626518794,8.467505889852918,False,8.386797197740515,1.9000524916534722,16.0,-6.486744706087043,8.123850171740438,False,7.539663992885206,1.094114758857426,16.0,-6.44554923402778,8.506480941236145,False
00-0026019,Danny Woodhead,RB,2018,0,16,8.0,8.0,5.2847533632287,3.7854593858059946,0.0,12.297971964413872,-6.473390986025718,8.512512578607877,False,3.6723825115217834,0.0,12.139888401374701,-6.388452626518794,8.467505889852918,False,3.6284786372005087,0.0,11.752328808940947,-6.486744706087043,8.123850171740438,False,3.7088504460935745,0.0,12.21533138732972,-6.44554923402778,8.506480941236145,False
00-0026144,Darren McFadden,RB,2018,0,16,1.0,1.0,5.2847533632287,2.053177814539422,0.0,10.5656903931473,-6.473390986025718,8.512512578607877,False,2.589686641179062,0.0,11.05719253103198,-6.388452626518794,8.467505889852918,False,0.4519942019048546,0.0,8.575844373645293,-6.486744706087043,8.123850171740438,False,2.8565914012817784,0.0,11.363072342517924,-6.44554923402778,8.506480941236145,False
00-0026164,Chris Johnson,RB,2018,0,16,4.0,4.0,5.2847533632287,2.9743269829239196,0.0,11.486839561531797,-6.473390986025718,8.512512578607877,False,3.1221030767099562,0.0,11.589608966562874,-6.388452626518794,8.467505889852918,False,3.4875868602784177,0.0,11.611437032018856,-6.486744706087043,8.123850171740438,False,3.275916690451424,0.0,11.78239763168757,-6.44554923402778,8.506480941236145,False
