position,model,feature,seasons,median_standardized_coefficient,median_abs_coefficient,positive_fraction,negative_fraction,direction_consistency,stable
RB,performance,prev1_int_pg,8,-0.08214663965521321,0.08214663965521321,0.125,0.625,0.625,False
RB,performance,age_missing,8,0.0,0.0,0.0,0.0,0.0,False
TE,breakout,prev1_rec_yards_pg,8,0.7976671463124767,0.7976671463124767,1.0,0.0,1.0,True
TE,breakout,prev1_receptions_pg,8,-0.6022551036700885,0.6022551036700885,0.0,1.0,1.0,True
TE,breakout,prev1_rec_tds_pg,8,-0.4404917190346279,0.4404917190346279,0.0,1.0,1.0,True
TE,breakout,has_prev2,8,-0.43029115126033746,0.43029115126033746,0.0,1.0,1.0,True
TE,breakout,prev1_targets_pg,8,-0.4289401856552697,0.4289401856552697,0.0,1.0,1.0,True
TE,breakout,prev1_target_share,8,0.3367158569048573,0.3367158569048573,1.0,0.0,1.0,True
TE,breakout,ppr_delta,8,-0.2834130759115998,0.2834130759115998,0.0,1.0,1.0,True
TE,breakout,prev1_rush_tds_pg,8,-0.25858780265766645,0.25858780265766645,0.0,1.0,1.0,True
TE,breakout,prev1_wopr,8,0.2538671708033663,0.2538671708033663,1.0,0.0,1.0,True
TE,breakout,age_sep1,8,-0.2515742807937474,0.2515742807937474,0.0,1.0,1.0,True
TE,breakout,prev1_ppr_pg,8,-0.20170010722293646,0.20170010722293646,0.0,1.0,1.0,True
TE,breakout,draft_round,8,-0.17363145417726988,0.17363145417726988,0.0,1.0,1.0,True
TE,breakout,weighted_ppr_pg,8,-0.1599750404789908,0.1599750404789908,0.0,1.0,1.0,True
TE,breakout,drafted,8,0.08537885495116644,0.08537885495116644,1.0,0.0,1.0,True
TE,breakout,prev1_carries_pg,8,-0.23667619139977913,0.23667619139977913,0.125,0.875,0.875,True
TE,breakout,prev1_rec_epa_pg,8,0.19243861056252187,0.19243861056252187,0.875,0.125,0.875,True
TE,breakout,log_draft_pick,8,-0.07341051792987828,0.09673259303301687,0.125,0.875,0.875,True
TE,breakout,games_delta,8,-0.050974766544374425,0.06079254870843352,0.125,0.875,0.875,True
TE,breakout,prev1_rush_yards_pg,8,0.13619487681632134,0.19507720992458696,0.75,0.25,0.75,True
TE,breakout,prev1_rush_epa_pg,8,0.08042525673308144,0.11102303783205972,0.75,0.25,0.75,True
TE,breakout,prev1_rec_ypt,8,-0.07238854142466747,0.09670109612205466,0.25,0.75,0.75,True
TE,breakout,prev1_rush_ypc,8,-0.0961775097402708,0.0961775097402708,0.25,0.75,0.75,True
TE,breakout,prev1_air_yards_share,8,0.05840355832030106,0.062207949636094724,0.75,0.25,0.75,True
TE,breakout,prev1_pass_ypa,8,-0.055149892748934684,0.055149892748934684,0.0,0.75,0.75,True
TE,breakout,prev2_games,8,0.044898715740660025,0.044898715740660025,1.0,0.0,1.0,False
TE,breakout,prev2_ppr_pg,8,-0.04293407387622947,0.04293407387622947,0.125,0.875,0.875,False
TE,breakout,experience_years,8,0.1871997985406617,0.1871997985406617,0.625,0.375,0.625,False
TE,breakout,prev1_games,8,0.015048790394227986,0.01709361999447445,0.625,0.375,0.625,False
TE,breakout,prev1_pass_epa_pg,8,-0.026999766700570305,0.057915136930281205,0.25,0.5,0.5,False
TE,breakout,prev1_pass_yards_pg,8,-0.026999766700570242,0.03203791788614085,0.25,0.5,0.5,False
TE,breakout,prev1_attempts_pg,8,0.0,0.01628063388418909,0.375,0.375,0.375,False
TE,breakout,prev1_int_pg,8,0.0,0.0,0.0,0.375,0.375,False
TE,breakout,prev1_pass_tds_pg,8,0.0,0.0,0.375,0.0,0.375,False
TE,breakout,age_missing,8,0.0,0.0,0.0,0.0,0.0,False
TE,downside,prev1_receptions_pg,8,0.7795110995609065,0.7795110995609065,1.0,0.0,1.0,True
TE,downside,prev1_rec_tds_pg,8,0.698539925814772,0.698539925814772,1.0,0.0,1.0,True
TE,downside,prev1_air_yards_share,8,-0.5759994705976965,0.5759994705976965,0.0,1.0,1.0,True
TE,downside,prev1_targets_pg,8,0.4752787007621386,0.4752787007621386,1.0,0.0,1.0,True
TE,downside,ppr_delta,8,0.4181171792277044,0.4181171792277044,1.0,0.0,1.0,True
TE,downside,prev1_rush_tds_pg,8,-0.37174379187859713,0.37174379187859713,0.0,1.0,1.0,True
TE,downside,prev1_ppr_pg,8,0.3609009975797707,0.3609009975797707,1.0,0.0,1.0,True
TE,downside,draft_round,8,-0.3456092977306858,0.3456092977306858,0.0,1.0,1.0,True
TE,downside,weighted_ppr_pg,8,0.2979743099052987,0.2979743099052987,1.0,0.0,1.0,True
TE,downside,prev1_wopr,8,-0.27716803726192496,0.27716803726192496,0.0,1.0,1.0,True
TE,downside,age_sep1,8,-0.2744920748906825,0.2744920748906825,0.0,1.0,1.0,True
TE,downside,prev1_rec_yards_pg,8,-0.19636239452318432,0.19636239452318432,0.0,1.0,1.0,True
TE,downside,prev1_rush_yards_pg,8,-0.19096962973886905,0.19096962973886905,0.0,1.0,1.0,True
TE,downside,prev1_carries_pg,8,-0.1881824471678653,0.1881824471678653,0.0,1.0,1.0,True
TE,downside,prev2_games,8,0.16637274932919782,0.16637274932919782,1.0,0.0,1.0,True
TE,downside,prev1_target_share,8,-0.1663072137334704,0.1663072137334704,0.0,1.0,1.0,True
TE,downside,games_delta,8,-0.16086865017492527,0.16086865017492527,0.0,1.0,1.0,True
TE,downside,has_prev2,8,0.14188337417642372,0.14188337417642372,1.0,0.0,1.0,True
TE,downside,prev2_ppr_pg,8,0.111974478493205,0.111974478493205,1.0,0.0,1.0,True
TE,downside,experience_years,8,0.2212909306609924,0.2212909306609924,0.875,0.125,0.875,True
TE,downside,prev1_games,8,0.07127294009309176,0.08152771380190603,0.875,0.125,0.875,True
TE,downside,log_draft_pick,8,0.30561771108826485,0.30561771108826485,0.75,0.25,0.75,True
TE,downside,prev1_rec_ypt,8,0.059040680365527204,0.16024391685530037,0.75,0.25,0.75,True
TE,downside,drafted,8,-0.02760145536683274,0.042847313539676156,0.25,0.75,0.75,False
TE,downside,prev1_pass_ypa,8,-0.022023289318153172,0.022023289318153172,0.0,0.75,0.75,False
TE,downside,prev1_rush_epa_pg,8,-0.10830802422946034,0.11889502646448949,0.375,0.625,0.625,False
TE,downside,prev1_rush_ypc,8,0.1004609609244263,0.11565809212537412,0.625,0.375,0.625,False
TE,downside,prev1_pass_epa_pg,8,-0.01818872839384545,0.022023289318153418,0.125,0.625,0.625,False
TE,downside,prev1_rec_epa_pg,8,0.019971591776503893,0.03614758882220477,0.5,0.5,0.5,False
TE,downside,prev1_attempts_pg,8,0.0,0.02202328931815314,0.375,0.375,0.375,False
TE,downside,prev1_pass_yards_pg,8,0.0,0.022023289318153103,0.375,0.375,0.375,False
TE,downside,prev1_int_pg,8,0.0,0.0,0.375,0.0,0.375,False
TE,downside,prev1_pass_tds_pg,8,0.0,0.0,0.375,0.0,0.375,False
TE,downside,age_missing,8,0.0,0.0,0.0,0.0,0.0,False
TE,low_availability,prev1_games,8,-0.48334432779798664,0.48334432779798664,0.0,1.0,1.0,True
TE,low_availability,prev2_games,8,-0.3758004420330975,0.3758004420330975,0.0,1.0,1.0,True
TE,low_availability,prev1_rush_yards_pg,8,-0.2982267497243004,0.2982267497243004,0.0,1.0,1.0,True
TE,low_availability,log_draft_pick,8,-0.21169235393053482,0.21169235393053482,0.0,1.0,1.0,True
TE,low_availability,prev1_rush_epa_pg,8,0.19431788094060662,0.19431788094060662,1.0,0.0,1.0,True
TE,low_availability,drafted,8,-0.19143689016350834,0.19143689016350834,0.0,1.0,1.0,True
TE,low_availability,draft_round,8,0.17780545847507268,0.17780545847507268,1.0,0.0,1.0,True
TE,low_availability,games_delta,8,-0.1598364193407668,0.1598364193407668,0.0,1.0,1.0,True
TE,low_availability,age_sep1,8,0.1596475774188778,0.1596475774188778,1.0,0.0,1.0,True
TE,low_availability,prev1_rec_tds_pg,8,-0.13792902892400183,0.13792902892400183,0.0,1.0,1.0,True
TE,low_availability,prev1_rush_tds_pg,8,-0.1318329223011777,0.1318329223011777,0.0,1.0,1.0,True
TE,low_availability,prev1_rec_ypt,8,-0.11873568962230793,0.11873568962230793,0.0,1.0,1.0,True
TE,low_availability,prev1_pass_epa_pg,8,-0.11360285681189977,0.11360285681189977,0.0,1.0,1.0,True
TE,low_availability,experience_years,8,0.09992762571766615,0.09992762571766615,1.0,0.0,1.0,True
TE,low_availability,ppr_delta,8,-0.06349236419019547,0.06349236419019547,0.0,1.0,1.0,True
TE,low_availability,prev1_target_share,8,0.10781425435314806,0.1586546480856908,0.75,0.25,0.75,True
TE,low_availability,prev1_pass_ypa,8,-0.12688569658294876,0.12688569658294876,0.25,0.75,0.75,True
TE,low_availability,prev1_air_yards_share,8,-0.099428558174335,0.099428558174335,0.25,0.75,0.75,True
TE,low_availability,prev1_rush_ypc,8,-0.058208437778990915,0.058208437778990915,0.25,0.75,0.75,True
TE,low_availability,prev2_ppr_pg,8,0.04532943104226203,0.04532943104226203,1.0,0.0,1.0,False
TE,low_availability,prev1_pass_tds_pg,8,0.031098406690711414,0.031098406690711414,1.0,0.0,1.0,False
TE,low_availability,weighted_ppr_pg,8,0.017768088316362007,0.017768088316362007,1.0,0.0,1.0,False
TE,low_availability,prev1_attempts_pg,8,0.04382235484153427,0.05116954733759779,0.875,0.125,0.875,False
TE,low_availability,prev1_rec_yards_pg,8,0.03210285431345254,0.04028068000060367,0.875,0.125,0.875,False
TE,low_availability,prev1_wopr,8,0.040385047069596766,0.0793069496814307,0.75,0.25,0.75,False
TE,low_availability,prev1_targets_pg,8,-0.03727220623121032,0.07215801347196048,0.25,0.75,0.75,False
TE,low_availability,prev1_receptions_pg,8,-0.03847228629756766,0.059046739419379095,0.25,0.75,0.75,False
TE,low_availability,prev1_pass_yards_pg,8,0.01998525169424814,0.023496504981507998,0.75,0.25,0.75,False
TE,low_availability,prev1_ppr_pg,8,0.005787198747030129,0.00809824341998137,0.75,0.25,0.75,False
TE,low_availability,prev1_carries_pg,8,0.08100121244059771,0.08339715675711842,0.625,0.375,0.625,False
TE,low_availability,has_prev2,8,0.017548767119352986,0.03705638181468714,0.5,0.5,0.5,False
TE,low_availability,prev1_rec_epa_pg,8,0.010377441959430477,0.031807434372433,0.5,0.5,0.5,False
TE,low_availability,prev1_int_pg,8,0.0,0.0,0.375,0.0,0.375,False
TE,low_availability,age_missing,8,0.0,0.0,0.0,0.0,0.0,False
TE,performance,prev1_rec_yards_pg,8,0.4355859666067339,0.4355859666067339,1.0,0.0,1.0,True
TE,performance,has_prev2,8,-0.2857997417636621,0.2857997417636621,0.0,1.0,1.0,True
TE,performance,prev1_air_yards_share,8,0.2647558600487233,0.2647558600487233,1.0,0.0,1.0,True
TE,performance,prev1_wopr,8,0.2595263978756617,0.2595263978756617,1.0,0.0,1.0,True
TE,performance,prev1_target_share,8,0.25486637581542504,0.25486637581542504,1.0,0.0,1.0,True
TE,performance,weighted_ppr_pg,8,0.23933300416720937,0.23933300416720937,1.0,0.0,1.0,True
TE,performance,prev1_ppr_pg,8,0.2295268665778919,0.2295268665778919,1.0,0.0,1.0,True
TE,performance,prev2_ppr_pg,8,0.22499021961030258,0.22499021961030258,1.0,0.0,1.0,True
TE,performance,prev1_rush_yards_pg,8,0.21862278536711693,0.21862278536711693,1.0,0.0,1.0,True
TE,performance,prev1_receptions_pg,8,0.20268506377782264,0.20268506377782264,1.0,0.0,1.0,True
TE,performance,log_draft_pick,8,-0.19463163345063486,0.19463163345063486,0.0,1.0,1.0,True
TE,performance,prev1_targets_pg,8,0.16604019043710105,0.16604019043710105,1.0,0.0,1.0,True
TE,performance,draft_round,8,-0.11056766220599906,0.11056766220599906,0.0,1.0,1.0,True
TE,performance,prev1_games,8,0.09899147262311937,0.09899147262311937,1.0,0.0,1.0,True
TE,performance,drafted,8,0.08789462001620214,0.08789462001620214,1.0,0.0,1.0,True
TE,performance,prev2_games,8,0.08701214691266661,0.08701214691266661,1.0,0.0,1.0,True
TE,performance,prev1_rush_ypc,8,0.059934184145089844,0.059934184145089844,1.0,0.0,1.0,True
TE,performance,prev1_rush_epa_pg,8,0.05917527379085216,0.05917527379085216,1.0,0.0,1.0,True
TE,performance,prev1_rec_epa_pg,8,0.05215747658839252,0.05215747658839252,0.875,0.125,0.875,True
TE,performance,age_sep1,8,-0.054424403778655574,0.054424403778655574,0.25,0.75,0.75,True
TE,performance,prev1_rec_ypt,8,0.03895210028441567,0.03895210028441567,1.0,0.0,1.0,False
TE,performance,prev1_rec_tds_pg,8,-0.019255614813411034,0.0259296213213412,0.125,0.875,0.875,False
TE,performance,games_delta,8,0.022732313911994574,0.022732313911994574,0.875,0.125,0.875,False
TE,performance,experience_years,8,-0.040024795355766106,0.06684942717449278,0.375,0.625,0.625,False
TE,performance,prev1_rush_tds_pg,8,0.016261382377583337,0.0322485210793796,0.625,0.375,0.625,False
TE,performance,prev1_carries_pg,8,-0.01004819937449724,0.02513891065238999,0.375,0.625,0.625,False
TE,performance,ppr_delta,8,0.015215918062057337,0.023974213337993516,0.625,0.375,0.625,False
TE,performance,prev1_pass_ypa,8,-0.012180840997516183,0.012180840997516183,0.125,0.625,0.625,False
TE,performance,prev1_pass_yards_pg,8,-0.005471025929506113,0.01448581809558025,0.25,0.5,0.5,False
TE,performance,prev1_pass_epa_pg,8,-0.00547102592950612,0.014485818095580139,0.25,0.5,0.5,False
TE,performance,prev1_attempts_pg,8,0.0,0.01218084099751602,0.375,0.375,0.375,False
TE,performance,prev1_int_pg,8,0.0,0.0,0.0,0.375,0.375,False
TE,performance,prev1_pass_tds_pg,8,0.0,0.0,0.375,0.0,0.375,False
TE,performance,age_missing,8,0.0,0.0,0.0,0.0,0.0,False
WR,breakout,age_sep1,8,-0.6900793994301737,0.6900793994301737,0.0,1.0,1.0,True
WR,breakout,prev1_receptions_pg,8,-0.4081911589801414,0.4081911589801414,0.0,1.0,1.0,True
WR,breakout,ppr_delta,8,-0.3650499748266574,0.3650499748266574,0.0,1.0,1.0,True
WR,breakout,experience_years,8,0.25722079493533745,0.25722079493533745,1.0,0.0,1.0,True
WR,breakout,prev1_air_yards_share,8,0.2386400100927708,0.2386400100927708,1.0,0.0,1.0,True
WR,breakout,prev1_rec_ypt,8,-0.23266158073118115,0.23266158073118115,0.0,1.0,1.0,True
WR,breakout,prev1_pass_ypa,8,-0.21735909112596472,0.21735909112596472,0.0,1.0,1.0,True
WR,breakout,log_draft_pick,8,-0.1913151697740033,0.1913151697740033,0.0,1.0,1.0,True
WR,breakout,prev1_ppr_pg,8,-0.18083495879030115,0.18083495879030115,0.0,1.0,1.0,True
WR,breakout,prev1_rec_tds_pg,8,-0.1600474300775015,0.1600474300775015,0.0,1.0,1.0,True
WR,breakout,prev1_rush_epa_pg,8,-0.15405895832132743,0.15405895832132743,0.0,1.0,1.0,True
WR,breakout,prev1_rec_epa_pg,8,0.1439167499469658,0.1439167499469658,1.0,0.0,1.0,True
WR,breakout,prev1_pass_yards_pg,8,-0.13262070333386172,0.13262070333386172,0.0,1.0,1.0,True
WR,breakout,prev1_pass_tds_pg,8,-0.11834020782917634,0.11834020782917634,0.0,1.0,1.0,True
WR,breakout,prev1_rush_ypc,8,-0.11189372958853307,0.11189372958853307,0.0,1.0,1.0,True
WR,breakout,weighted_ppr_pg,8,-0.11154745369952251,0.11154745369952251,0.0,1.0,1.0,True
WR,breakout,has_prev2,8,-0.0684099382058058,0.0684099382058058,0.0,1.0,1.0,True
WR,breakout,prev1_games,8,0.17702744474806764,0.17702744474806764,0.875,0.125,0.875,True
WR,breakout,prev2_games,8,0.12197242899022363,0.12197242899022363,0.875,0.125,0.875,True
WR,breakout,prev1_rec_yards_pg,8,0.11796389014124255,0.11796389014124255,0.875,0.125,0.875,True
WR,breakout,games_delta,8,0.06361655606782878,0.06361655606782878,0.875,0.125,0.875,True
WR,breakout,prev1_carries_pg,8,0.057673457962072905,0.057673457962072905,0.875,0.125,0.875,True
WR,breakout,prev1_target_share,8,-0.23332133193677174,0.23332133193677174,0.25,0.75,0.75,True
WR,breakout,prev1_attempts_pg,8,-0.145151808609609,0.14747828332035198,0.25,0.75,0.75,True
WR,breakout,draft_round,8,-0.10729576734995214,0.10729576734995214,0.25,0.75,0.75,True
WR,breakout,prev1_targets_pg,8,0.184259251206097,0.19414052669780502,0.625,0.375,0.625,False
WR,breakout,prev1_pass_epa_pg,8,0.10149277440871553,0.1348413401862119,0.625,0.375,0.625,False
WR,breakout,prev1_wopr,8,-0.05526536681289557,0.08014517116189421,0.375,0.625,0.625,False
WR,breakout,drafted,8,0.026411823231578507,0.04802268103847997,0.625,0.375,0.625,False
WR,breakout,prev1_rush_tds_pg,8,-0.029984689091904722,0.03383456697008829,0.375,0.625,0.625,False
WR,breakout,prev2_ppr_pg,8,0.03225442968973294,0.03225442968973294,0.625,0.375,0.625,False
WR,breakout,prev1_int_pg,8,0.05800076825265816,0.08519340819747605,0.5,0.375,0.5,False
WR,breakout,prev1_rush_yards_pg,8,-0.0189979731124377,0.028662141201152812,0.5,0.5,0.5,False
WR,breakout,age_missing,8,0.0,0.0,0.0,0.0,0.0,False
WR,downside,prev1_targets_pg,8,0.6671594246661823,0.6671594246661823,1.0,0.0,1.0,True
WR,downside,prev1_rec_epa_pg,8,-0.45825490788353007,0.45825490788353007,0.0,1.0,1.0,True
WR,downside,draft_round,8,0.38312377346293147,0.38312377346293147,1.0,0.0,1.0,True
WR,downside,prev1_rec_tds_pg,8,0.3618618835077939,0.3618618835077939,1.0,0.0,1.0,True
WR,downside,prev1_rec_ypt,8,0.3501602682985471,0.3501602682985471,1.0,0.0,1.0,True
WR,downside,age_sep1,8,0.3343525374884917,0.3343525374884917,1.0,0.0,1.0,True
WR,downside,ppr_delta,8,0.3317204393204116,0.3317204393204116,1.0,0.0,1.0,True
WR,downside,prev1_ppr_pg,8,0.30661083067228734,0.30661083067228734,1.0,0.0,1.0,True
WR,downside,prev1_pass_epa_pg,8,-0.27791187851677907,0.27791187851677907,0.0,1.0,1.0,True
WR,downside,drafted,8,0.27626227151325733,0.27626227151325733,1.0,0.0,1.0,True
WR,downside,prev1_target_share,8,-0.2639870127535129,0.2639870127535129,0.0,1.0,1.0,True
WR,downside,weighted_ppr_pg,8,0.256889408050857,0.256889408050857,1.0,0.0,1.0,True
WR,downside,log_draft_pick,8,0.2533581540994943,0.2533581540994943,1.0,0.0,1.0,True
WR,downside,prev1_receptions_pg,8,0.21500778281630425,0.21500778281630425,1.0,0.0,1.0,True
WR,downside,prev1_rush_epa_pg,8,-0.2050266878493007,0.2050266878493007,0.0,1.0,1.0,True
WR,downside,experience_years,8,-0.17041232287831576,0.17041232287831576,0.0,1.0,1.0,True
WR,downside,prev1_wopr,8,-0.15054846775807024,0.15054846775807024,0.0,1.0,1.0,True
WR,downside,prev1_rush_yards_pg,8,0.14072727946734676,0.14072727946734676,1.0,0.0,1.0,True
WR,downside,prev2_ppr_pg,8,0.12079776837556122,0.12079776837556122,1.0,0.0,1.0,True
WR,downside,has_prev2,8,0.11748879461671127,0.11748879461671127,1.0,0.0,1.0,True
WR,downside,prev1_rec_yards_pg,8,-0.06274887611093923,0.06274887611093923,0.0,1.0,1.0,True
WR,downside,prev1_int_pg,8,-0.1715381819386551,0.1715381819386551,0.0,0.875,0.875,True
WR,downside,prev1_pass_ypa,8,0.15711543827526314,0.15711543827526314,0.875,0.125,0.875,True
WR,downside,games_delta,8,0.05227664927979403,0.05227664927979403,0.875,0.125,0.875,True
WR,downside,prev1_carries_pg,8,-0.0518201353995074,0.0518201353995074,0.125,0.875,0.875,True
WR,downside,prev1_games,8,0.09115922155968595,0.09115922155968595,0.75,0.25,0.75,True
WR,downside,prev1_rush_ypc,8,-0.03280558709271017,0.03280558709271017,0.125,0.875,0.875,False
WR,downside,prev2_games,8,0.01095235531964774,0.019729364442945454,0.75,0.25,0.75,False
WR,downside,prev1_pass_tds_pg,8,0.07207589848203455,0.11971405289678005,0.625,0.375,0.625,False
WR,downside,prev1_pass_yards_pg,8,0.047914322253460755,0.11292662220498295,0.625,0.375,0.625,False
WR,downside,prev1_air_yards_share,8,0.037190737482073244,0.037190737482073244,0.625,0.375,0.625,False
WR,downside,prev1_rush_tds_pg,8,0.0045315466470234106,0.028083011221478375,0.625,0.375,0.625,False
WR,downside,prev1_attempts_pg,8,-0.017042518120288376,0.07910127633541908,0.5,0.5,0.5,False
WR,downside,age_missing,8,0.0,0.0,0.0,0.0,0.0,False
WR,low_availability,prev1_games,8,-0.48468428170810396,0.48468428170810396,0.0,1.0,1.0,True
WR,low_availability,prev1_rush_yards_pg,8,-0.4546676864654496,0.4546676864654496,0.0,1.0,1.0,True
WR,low_availability,prev2_games,8,-0.35906465721497394,0.35906465721497394,0.0,1.0,1.0,True
WR,low_availability,prev1_carries_pg,8,0.335719765873983,0.335719765873983,1.0,0.0,1.0,True
WR,low_availability,experience_years,8,0.25504011098796286,0.25504011098796286,1.0,0.0,1.0,True
WR,low_availability,prev1_rec_yards_pg,8,-0.24559313798936067,0.24559313798936067,0.0,1.0,1.0,True
WR,low_availability,prev1_targets_pg,8,-0.23466150777142492,0.23466150777142492,0.0,1.0,1.0,True
WR,low_availability,prev1_rec_epa_pg,8,-0.2117462085291243,0.2117462085291243,0.0,1.0,1.0,True
WR,low_availability,prev1_attempts_pg,8,0.20547836447050022,0.20547836447050022,1.0,0.0,1.0,True
WR,low_availability,draft_round,8,0.17876812749319115,0.17876812749319115,1.0,0.0,1.0,True
WR,low_availability,games_delta,8,-0.16908671112435178,0.16908671112435178,0.0,1.0,1.0,True
WR,low_availability,prev1_int_pg,8,0.14761718718367187,0.14761718718367187,1.0,0.0,1.0,True
WR,low_availability,drafted,8,0.08470497801450924,0.08470497801450924,1.0,0.0,1.0,True
WR,low_availability,prev1_wopr,8,0.06573448925592504,0.06573448925592504,1.0,0.0,1.0,True
WR,low_availability,age_sep1,8,0.059874509061207615,0.059874509061207615,1.0,0.0,1.0,True
WR,low_availability,prev1_rec_ypt,8,0.05889600978251807,0.05889600978251807,1.0,0.0,1.0,True
WR,low_availability,ppr_delta,8,0.05616235951055931,0.05616235951055931,1.0,0.0,1.0,True
WR,low_availability,prev1_rush_tds_pg,8,0.052322161085928076,0.052322161085928076,1.0,0.0,1.0,True
WR,low_availability,prev1_rush_epa_pg,8,0.14174427786893878,0.14174427786893878,0.875,0.125,0.875,True
WR,low_availability,prev1_target_share,8,0.10065528156685796,0.10065528156685796,0.875,0.125,0.875,True
WR,low_availability,prev1_rec_tds_pg,8,0.07824492641272779,0.07824492641272779,0.875,0.125,0.875,True
WR,low_availability,log_draft_pick,8,-0.057470761474578025,0.06128032022263798,0.25,0.75,0.75,True
WR,low_availability,prev1_receptions_pg,8,0.0417707192713062,0.05183450609043254,0.75,0.25,0.75,False
WR,low_availability,prev1_pass_tds_pg,8,-0.029911056055566904,0.051206273268927,0.25,0.75,0.75,False
WR,low_availability,prev1_air_yards_share,8,0.026973298287414897,0.04981322803341652,0.75,0.25,0.75,False
WR,low_availability,has_prev2,8,0.016142138856844474,0.023278545748525996,0.75,0.25,0.75,False
WR,low_availability,prev1_rush_ypc,8,-0.02209485939371268,0.02209485939371268,0.25,0.75,0.75,False
WR,low_availability,prev1_ppr_pg,8,0.005604749379672186,0.008142226752684776,0.75,0.25,0.75,False
WR,low_availability,prev1_pass_epa_pg,8,0.1085115045718801,0.2005644643332685,0.625,0.375,0.625,False
WR,low_availability,prev1_pass_ypa,8,-0.052586006135249795,0.06814230802957727,0.375,0.625,0.625,False
WR,low_availability,prev2_ppr_pg,8,-0.021489349101824297,0.028496901698171047,0.375,0.625,0.625,False
WR,low_availability,prev1_pass_yards_pg,8,0.0010285169221147057,0.02445383329815449,0.625,0.375,0.625,False
WR,low_availability,weighted_ppr_pg,8,-0.004607491492721484,0.01870460502516487,0.375,0.625,0.625,False
WR,low_availability,age_missing,8,0.0,0.0,0.0,0.0,0.0,False
WR,performance,prev1_rec_yards_pg,8,0.507293141619543,0.507293141619543,1.0,0.0,1.0,True
WR,performance,age_sep1,8,-0.5029744297246048,0.5029744297246048,0.0,1.0,1.0,True
WR,performance,prev2_ppr_pg,8,0.5005431070991676,0.5005431070991676,1.0,0.0,1.0,True
WR,performance,weighted_ppr_pg,8,0.4410414277539638,0.4410414277539638,1.0,0.0,1.0,True
WR,performance,prev1_rec_epa_pg,8,0.42950854630730023,0.42950854630730023,1.0,0.0,1.0,True
WR,performance,log_draft_pick,8,-0.38800285707130455,0.38800285707130455,0.0,1.0,1.0,True
WR,performance,prev1_ppr_pg,8,0.38766158770319237,0.38766158770319237,1.0,0.0,1.0,True
WR,performance,prev1_receptions_pg,8,0.33032664150819707,0.33032664150819707,1.0,0.0,1.0,True
WR,performance,prev1_targets_pg,8,0.274269439229541,0.274269439229541,1.0,0.0,1.0,True
WR,performance,prev1_rec_tds_pg,8,0.2684628673335524,0.2684628673335524,1.0,0.0,1.0,True
WR,performance,draft_round,8,-0.24480817442624048,0.24480817442624048,0.0,1.0,1.0,True
WR,performance,prev1_target_share,8,0.22085114630549876,0.22085114630549876,1.0,0.0,1.0,True
WR,performance,prev1_wopr,8,0.20129226494359875,0.20129226494359875,1.0,0.0,1.0,True
WR,performance,ppr_delta,8,-0.19981092203177866,0.19981092203177866,0.0,1.0,1.0,True
WR,performance,prev1_air_yards_share,8,0.16696137800936833,0.16696137800936833,1.0,0.0,1.0,True
WR,performance,has_prev2,8,-0.11048424961123482,0.11048424961123482,0.0,1.0,1.0,True
WR,performance,prev1_rush_yards_pg,8,0.09195438692636176,0.09195438692636176,1.0,0.0,1.0,True
WR,performance,drafted,8,-0.08811208663635442,0.08811208663635442,0.0,1.0,1.0,True
WR,performance,games_delta,8,0.05400828843526359,0.05400828843526359,1.0,0.0,1.0,True
WR,performance,prev1_rec_ypt,8,-0.11769607326236751,0.11769607326236751,0.125,0.875,0.875,True
WR,performance,prev1_pass_ypa,8,-0.0764351655629068,0.0764351655629068,0.125,0.875,0.875,True
WR,performance,prev1_pass_tds_pg,8,-0.054631432415237324,0.059542422402476855,0.25,0.75,0.75,True
WR,performance,prev1_rush_ypc,8,0.036820049340694085,0.03716662149782901,0.875,0.125,0.875,False
WR,performance,prev1_carries_pg,8,-0.03660147255304627,0.045659795109382735,0.25,0.75,0.75,False
WR,performance,prev1_pass_yards_pg,8,-0.03715338444062079,0.044585809592644535,0.25,0.75,0.75,False
WR,performance,experience_years,8,0.03506622772059052,0.04079568985709399,0.75,0.25,0.75,False
WR,performance,prev1_rush_tds_pg,8,-0.023258653229912076,0.029700651435947398,0.25,0.75,0.75,False
WR,performance,prev2_games,8,-0.026882941427371063,0.04313796218463836,0.375,0.625,0.625,False
WR,performance,prev1_games,8,0.024267691708246157,0.03688349601434212,0.625,0.375,0.625,False
WR,performance,prev1_rush_epa_pg,8,-0.022324636519311977,0.036507108304865046,0.375,0.625,0.625,False
WR,performance,prev1_attempts_pg,8,0.0026352738784895403,0.026200427683953767,0.625,0.375,0.625,False
WR,performance,prev1_pass_epa_pg,8,0.04933737519228195,0.07020367350000423,0.5,0.5,0.5,False
WR,performance,prev1_int_pg,8,0.016109338983805014,0.038795921448975396,0.5,0.375,0.5,False
WR,performance,age_missing,8,0.0,0.0,0.0,0.0,0.0,False
