season,position,feature,mae_increase
2019,TE,prev1_rush_tds_pg,0.0
2019,TE,prev1_pass_epa_pg,0.0
2019,TE,prev1_rush_epa_pg,0.0
2019,TE,prev1_pass_ypa,0.0
2019,TE,prev1_rush_ypc,0.0
2019,TE,age_missing,0.0
2019,TE,drafted,0.0
2019,TE,experience_years,-0.0029733674825858534
2019,TE,games_delta,-0.004765664656451918
2019,TE,prev2_games,-0.005069183053287673
2019,TE,prev1_air_yards_share,-0.010457197455737255
2019,TE,age_sep1,-0.01426636964400041
2019,TE,ppr_delta,-0.015257972204425662
2019,TE,prev1_rec_tds_pg,-0.017764384001265655
2019,TE,prev1_games,-0.058398958064227104
2020,TE,prev1_rec_yards_pg,0.264587547482806
2020,TE,log_draft_pick,0.11847748595616174
2020,TE,prev1_receptions_pg,0.10198666661572169
2020,TE,prev1_targets_pg,0.07007718764364253
2020,TE,prev1_air_yards_share,0.05426255959024386
2020,TE,weighted_ppr_pg,0.04012501554455392
2020,TE,prev1_target_share,0.039046881963988866
2020,TE,age_sep1,0.034231462656841315
2020,TE,prev1_ppr_pg,0.03242586258719164
2020,TE,prev1_games,0.026081861331916478
2020,TE,prev1_wopr,0.014380407381656824
2020,TE,has_prev2,0.010332229684530781
2020,TE,prev1_rec_ypt,0.00970901742237933
2020,TE,experience_years,0.00287570938798849
2020,TE,games_delta,0.002152065245388091
2020,TE,prev1_rec_tds_pg,0.0008967978368111141
2020,TE,ppr_delta,0.0005121868814036646
2020,TE,prev2_ppr_pg,2.6629615421569498e-05
2020,TE,prev1_attempts_pg,0.0
2020,TE,prev1_carries_pg,0.0
2020,TE,prev1_pass_yards_pg,0.0
2020,TE,prev1_pass_tds_pg,0.0
2020,TE,prev1_int_pg,0.0
2020,TE,prev1_rush_tds_pg,0.0
2020,TE,prev1_pass_epa_pg,0.0
2020,TE,prev1_pass_ypa,0.0
2020,TE,age_missing,0.0
2020,TE,draft_round,0.0
2020,TE,drafted,0.0
2020,TE,prev1_rush_yards_pg,-8.834555375036857e-05
2020,TE,prev1_rush_ypc,-0.00010396173721964886
2020,TE,prev2_games,-0.0011765404106929723
2020,TE,prev1_rec_epa_pg,-0.02462135692755609
2020,TE,prev1_rush_epa_pg,-0.02799669475728441
2021,TE,prev1_rec_yards_pg,0.2096987288575391
2021,TE,prev1_receptions_pg,0.07969661860526873
2021,TE,prev1_targets_pg,0.07805372411399869
2021,TE,log_draft_pick,0.0697429243449458
2021,TE,prev1_air_yards_share,0.047150708791928286
2021,TE,prev1_rec_ypt,0.042644900213696026
2021,TE,prev2_ppr_pg,0.02673230988464561
2021,TE,weighted_ppr_pg,0.026493852360376425
2021,TE,prev1_rush_epa_pg,0.016694629045566244
2021,TE,prev2_games,0.015656184239188863
2021,TE,prev1_wopr,0.011959328180978135
2021,TE,games_delta,0.010340008615181917
2021,TE,prev1_rec_epa_pg,0.009308599877947766
2021,TE,prev1_target_share,0.006119696681655506
2021,TE,prev1_attempts_pg,0.0
2021,TE,prev1_pass_yards_pg,0.0
2021,TE,prev1_pass_tds_pg,0.0
2021,TE,prev1_int_pg,0.0
2021,TE,prev1_rush_tds_pg,0.0
2021,TE,prev1_pass_epa_pg,0.0
2021,TE,prev1_pass_ypa,0.0
2021,TE,age_missing,0.0
2021,TE,experience_years,0.0
2021,TE,draft_round,0.0
2021,TE,drafted,0.0
2021,TE,age_sep1,-0.00025772326193878036
2021,TE,prev1_games,-0.0009306282660940024
2021,TE,prev1_rec_tds_pg,-0.0017320077213036633
2021,TE,prev1_rush_yards_pg,-0.017857529425634188
2021,TE,prev1_rush_ypc,-0.019145190477404393
2021,TE,prev1_ppr_pg,-0.02035664916835538
2021,TE,has_prev2,-0.024601106020938346
2021,TE,prev1_carries_pg,-0.032390733589629316
2021,TE,ppr_delta,-0.06983521501858077
2022,TE,prev1_rec_yards_pg,0.07566477668988517
2022,TE,prev1_rec_ypt,0.0334790419609647
2022,TE,weighted_ppr_pg,0.031094242039791588
2022,TE,prev2_games,0.025592276692248995
2022,TE,has_prev2,0.011357453429362608
2022,TE,prev1_rec_tds_pg,0.005819169166705329
2022,TE,prev1_rush_epa_pg,0.003875469567358092
2022,TE,prev1_carries_pg,0.003314900823318823
2022,TE,prev1_rush_ypc,0.0030936871862311754
2022,TE,prev1_rec_epa_pg,0.0005517083547811552
2022,TE,prev1_attempts_pg,0.0
2022,TE,prev1_pass_yards_pg,0.0
2022,TE,prev1_pass_tds_pg,0.0
2022,TE,prev1_int_pg,0.0
2022,TE,prev1_rush_tds_pg,0.0
2022,TE,prev1_pass_epa_pg,0.0
2022,TE,prev1_pass_ypa,0.0
2022,TE,age_missing,0.0
2022,TE,draft_round,0.0
2022,TE,drafted,0.0
2022,TE,experience_years,-0.0007430050103818253
2022,TE,log_draft_pick,-0.0011943295716200452
2022,TE,prev2_ppr_pg,-0.0018197486197149893
2022,TE,prev1_rush_yards_pg,-0.0026562734781736983
2022,TE,prev1_target_share,-0.0037926642130121646
2022,TE,prev1_ppr_pg,-0.007004929695448503
2022,TE,prev1_games,-0.007822904373975526
2022,TE,ppr_delta,-0.010159131653767473
2022,TE,prev1_air_yards_share,-0.019309787100284213
2022,TE,games_delta,-0.020203376699351593
2022,TE,prev1_wopr,-0.02090723547013189
2022,TE,prev1_receptions_pg,-0.024645514184850014
2022,TE,age_sep1,-0.0321670520695966
2022,TE,prev1_targets_pg,-0.032298927162887334
2023,TE,weighted_ppr_pg,0.2227131489194892
2023,TE,prev1_rec_yards_pg,0.13854768170903387
2023,TE,prev1_target_share,0.09544988975485662
2023,TE,prev1_ppr_pg,0.09502704345500886
2023,TE,log_draft_pick,0.08683588497704946
2023,TE,prev1_rush_ypc,0.07330996645035301
2023,TE,prev1_rec_ypt,0.06098371362221729
2023,TE,prev2_ppr_pg,0.05528623172194882
2023,TE,prev2_games,0.043936336961861236
2023,TE,prev1_air_yards_share,0.027815347977935147
2023,TE,prev1_targets_pg,0.020616261587469743
2023,TE,prev1_rush_epa_pg,0.018731383513319287
2023,TE,age_sep1,0.015564503443882183
2023,TE,prev1_wopr,0.013218461565960826
2023,TE,prev1_games,0.011057094865092543
2023,TE,ppr_delta,0.005253970467535174
2023,TE,prev1_rush_yards_pg,0.004906089604864716
2023,TE,prev1_carries_pg,0.002431952971383522
2023,TE,experience_years,0.0010344506619501814
2023,TE,prev1_attempts_pg,0.0
2023,TE,prev1_pass_yards_pg,0.0
2023,TE,prev1_pass_tds_pg,0.0
2023,TE,prev1_int_pg,0.0
2023,TE,prev1_rush_tds_pg,0.0
2023,TE,prev1_pass_epa_pg,0.0
2023,TE,prev1_pass_ypa,0.0
2023,TE,age_missing,0.0
2023,TE,drafted,0.0
2023,TE,draft_round,-0.00030142844511371614
2023,TE,prev1_rec_epa_pg,-0.0013421629477525343
2023,TE,games_delta,-0.001516882679330278
2023,TE,has_prev2,-0.0035859034163558956
2023,TE,prev1_rec_tds_pg,-0.007249146022425901
2023,TE,prev1_receptions_pg,-0.05583079857092734
2024,TE,weighted_ppr_pg,0.17757974076460678
2024,TE,log_draft_pick,0.11514889542007398
2024,TE,prev1_target_share,0.07621037126117094
2024,TE,prev1_rec_yards_pg,0.06473892157969204
2024,TE,prev1_ppr_pg,0.06083049500816573
2024,TE,prev1_rush_ypc,0.05258479358419628
2024,TE,prev1_air_yards_share,0.04340057659690362
2024,TE,prev2_games,0.0433740221602088
2024,TE,prev1_rec_ypt,0.014125789648297759
2024,TE,prev1_targets_pg,0.012868635392908879
2024,TE,prev1_rec_tds_pg,0.01140121171319235
2024,TE,prev2_ppr_pg,0.010871043197583674
2024,TE,age_sep1,0.009033430485746053
2024,TE,draft_round,0.004213065658828974
2024,TE,prev1_wopr,0.003674200102324976
2024,TE,prev1_rush_epa_pg,0.003627061117188557
2024,TE,ppr_delta,0.002996835456410407
2024,TE,prev1_attempts_pg,0.0
2024,TE,prev1_pass_yards_pg,0.0
2024,TE,prev1_pass_tds_pg,0.0
2024,TE,prev1_int_pg,0.0
2024,TE,prev1_rush_yards_pg,0.0
2024,TE,prev1_rush_tds_pg,0.0
2024,TE,prev1_pass_epa_pg,0.0
2024,TE,prev1_pass_ypa,0.0
2024,TE,age_missing,0.0
2024,TE,drafted,0.0
2024,TE,prev1_carries_pg,-0.00141665296331972
2024,TE,experience_years,-0.0060948433931178325
2024,TE,has_prev2,-0.007160366984584154
2024,TE,prev1_games,-0.008377124973170336
2024,TE,games_delta,-0.010935253845319704
2024,TE,prev1_receptions_pg,-0.016588420428074402
2024,TE,prev1_rec_epa_pg,-0.017864378461136577
2025,TE,weighted_ppr_pg,0.21915865003084428
2025,TE,prev1_air_yards_share,0.13072646987660946
2025,TE,log_draft_pick,0.1141614092975169
2025,TE,prev1_receptions_pg,0.09986008576760037
2025,TE,prev1_rec_yards_pg,0.09934401983897327
2025,TE,prev1_games,0.04183862854453761
2025,TE,prev1_target_share,0.041018350509292076
2025,TE,age_sep1,0.034828892097787015
2025,TE,prev2_games,0.03413314063832638
2025,TE,prev1_rec_tds_pg,0.028726361687868927
2025,TE,prev1_targets_pg,0.02451171685525
2025,TE,prev1_rec_ypt,0.02029188641972257
2025,TE,prev1_ppr_pg,0.018564134452107382
2025,TE,prev1_wopr,0.014533536909196742
2025,TE,experience_years,0.013350673287179848
2025,TE,draft_round,0.013024380913210409
2025,TE,prev1_rec_epa_pg,0.010120921620615776
2025,TE,prev2_ppr_pg,0.004927274522035674
2025,TE,prev1_rush_epa_pg,0.0011717531250910796
2025,TE,prev1_attempts_pg,0.0
2025,TE,prev1_pass_yards_pg,0.0
2025,TE,prev1_pass_tds_pg,0.0
2025,TE,prev1_int_pg,0.0
2025,TE,prev1_rush_tds_pg,0.0
2025,TE,prev1_pass_epa_pg,0.0
2025,TE,prev1_pass_ypa,0.0
2025,TE,games_delta,0.0
2025,TE,age_missing,0.0
2025,TE,drafted,0.0
2025,TE,has_prev2,-0.003635878363579703
2025,TE,prev1_carries_pg,-0.004307128431147111
2025,TE,prev1_rush_ypc,-0.008166587334655117
2025,TE,ppr_delta,-0.015498509219627232
2025,TE,prev1_rush_yards_pg,-0.01650720165558197
2018,WR,weighted_ppr_pg,0.3489162401344962
2018,WR,prev1_targets_pg,0.19759795614580433
2018,WR,prev1_rec_yards_pg,0.1876937558622825
2018,WR,prev2_ppr_pg,0.1516469184391415
2018,WR,prev1_ppr_pg,0.14689612225669935
2018,WR,prev1_target_share,0.1342368942078574
2018,WR,age_sep1,0.09583935900039382
2018,WR,prev1_wopr,0.09191070746986404
2018,WR,log_draft_pick,0.03324075837306824
2018,WR,prev1_rec_epa_pg,0.030775044829711985
2018,WR,prev1_rec_ypt,0.013601639768668506
2018,WR,prev1_receptions_pg,0.010924780511424004
2018,WR,draft_round,0.008681830000231993
2018,WR,prev1_air_yards_share,0.0037688257161216042
2018,WR,prev1_rec_tds_pg,0.002328084018511323
2018,WR,prev1_carries_pg,0.0010896724737272656
2018,WR,prev1_attempts_pg,0.0
2018,WR,prev1_pass_yards_pg,0.0
2018,WR,prev1_pass_tds_pg,0.0
2018,WR,prev1_int_pg,0.0
2018,WR,prev1_rush_yards_pg,0.0
2018,WR,prev1_rush_tds_pg,0.0
2018,WR,prev1_pass_epa_pg,0.0
2018,WR,prev1_pass_ypa,0.0
2018,WR,games_delta,0.0
2018,WR,has_prev2,0.0
2018,WR,age_missing,0.0
2018,WR,drafted,0.0
2018,WR,prev1_rush_epa_pg,-0.0005812866190848531
2018,WR,prev1_games,-0.00164777431094425
2018,WR,prev2_games,-0.0028743352533579626
2018,WR,ppr_delta,-0.005046969061930718
2018,WR,prev1_rush_ypc,-0.008412091666867294
2018,WR,experience_years,-0.0426863385134018
2019,WR,weighted_ppr_pg,0.4191870924450941
2019,WR,prev1_ppr_pg,0.2042291130193253
2019,WR,prev2_ppr_pg,0.16996057732226397
2019,WR,prev1_rec_yards_pg,0.13277123972990798
2019,WR,log_draft_pick,0.11871397599295444
2019,WR,prev1_targets_pg,0.10319562303027965
2019,WR,age_sep1,0.05665099374151437
2019,WR,prev1_target_share,0.04077477876565645
2019,WR,prev1_rec_tds_pg,0.033612863243324395
2019,WR,prev1_wopr,0.0269863277172945
2019,WR,prev1_receptions_pg,0.012875853916783697
2019,WR,prev1_rec_epa_pg,0.011418731373715917
2019,WR,prev1_games,0.00328176415485677
2019,WR,draft_round,0.0032692328191763487
2019,WR,prev2_games,0.0027345862150012223
2019,WR,ppr_delta,0.002479470900807268
2019,WR,games_delta,0.0020748559943247536
2019,WR,prev1_rush_epa_pg,0.0017126883626354505
2019,WR,prev1_rec_ypt,0.0009955712069222855
2019,WR,prev1_attempts_pg,0.0
2019,WR,prev1_pass_yards_pg,0.0
2019,WR,prev1_pass_tds_pg,0.0
2019,WR,prev1_int_pg,0.0
2019,WR,prev1_pass_epa_pg,0.0
2019,WR,prev1_pass_ypa,0.0
2019,WR,age_missing,0.0
2019,WR,drafted,0.0
2019,WR,prev1_rush_yards_pg,-0.0007894598232313754
2019,WR,prev1_rush_ypc,-0.001361466372245701
2019,WR,has_prev2,-0.0013756368798693685
2019,WR,prev1_carries_pg,-0.002187758778486959
2019,WR,prev1_rush_tds_pg,-0.002263196095500497
2019,WR,prev1_air_yards_share,-0.0034102787542723335
2019,WR,experience_years,-0.003563520686335231
2020,WR,weighted_ppr_pg,0.2388340475100197
2020,WR,prev1_targets_pg,0.09870907246655936
2020,WR,prev1_ppr_pg,0.07708865386929001
2020,WR,age_sep1,0.05508475626210023
2020,WR,prev1_rec_yards_pg,0.051477257472983505
2020,WR,prev1_carries_pg,0.05124995201720779
2020,WR,prev1_target_share,0.034070285532356956
2020,WR,prev2_ppr_pg,0.02257545590577621
2020,WR,prev1_rush_epa_pg,0.013139714718339768
2020,WR,games_delta,0.01271651548266366
2020,WR,log_draft_pick,0.01249939234668016
2020,WR,draft_round,0.009594424973243231
2020,WR,prev1_pass_epa_pg,0.005820437482251517
2020,WR,prev1_receptions_pg,0.0019502685000646557
2020,WR,prev1_attempts_pg,0.0
2020,WR,prev1_pass_yards_pg,0.0
2020,WR,prev1_pass_tds_pg,0.0
2020,WR,prev1_int_pg,0.0
2020,WR,prev1_rush_tds_pg,0.0
2020,WR,prev1_pass_ypa,0.0
2020,WR,prev1_rush_ypc,0.0
2020,WR,has_prev2,0.0
2020,WR,age_missing,0.0
2020,WR,drafted,0.0
2020,WR,prev1_rec_tds_pg,-0.0005588708272272313
2020,WR,prev1_rush_yards_pg,-0.0012170509075986047
2020,WR,prev1_games,-0.0012281612816294363
2020,WR,experience_years,-0.0012609157559237082
2020,WR,prev1_wopr,-0.002379880433362924
2020,WR,prev1_air_yards_share,-0.0029151359957520382
2020,WR,prev1_rec_epa_pg,-0.004420835640326981
2020,WR,prev2_games,-0.00622249406731541
2020,WR,prev1_rec_ypt,-0.0163566917914701
2020,WR,ppr_delta,-0.05198537537391017
2021,WR,weighted_ppr_pg,0.6011099900119843
2021,WR,prev1_ppr_pg,0.10497549796777364
2021,WR,prev1_wopr,0.034619041595575425
2021,WR,prev1_rec_yards_pg,0.027722939968475035
2021,WR,age_sep1,0.02179806000405087
2021,WR,prev1_games,0.01728241979162428
2021,WR,prev1_receptions_pg,0.013300962770017577
2021,WR,ppr_delta,0.011748788376274532
2021,WR,prev1_pass_epa_pg,0.011513027195540638
2021,WR,prev1_target_share,0.009558432101847458
2021,WR,prev1_rec_tds_pg,0.004443301812660394
2021,WR,experience_years,0.0037292106140545123
2021,WR,prev1_rush_epa_pg,0.0033640884157735583
2021,WR,prev1_rush_ypc,0.0018250887077069678
2021,WR,draft_round,0.0012467842953445718
2021,WR,prev1_pass_tds_pg,0.0
2021,WR,prev1_int_pg,0.0
2021,WR,prev1_rush_tds_pg,0.0
2021,WR,prev1_pass_ypa,0.0
2021,WR,has_prev2,0.0
2021,WR,age_missing,0.0
2021,WR,drafted,0.0
2021,WR,games_delta,-0.002264277469361975
2021,WR,prev1_attempts_pg,-0.003310760333950391
2021,WR,prev1_rush_yards_pg,-0.004081685344857355
2021,WR,prev1_rec_ypt,-0.007247961544970672
2021,WR,prev1_air_yards_share,-0.008348277218063149
2021,WR,prev2_games,-0.008559642389018763
2021,WR,prev1_pass_yards_pg,-0.009284655425031384
2021,WR,log_draft_pick,-0.0100890937539452
2021,WR,prev1_targets_pg,-0.011053936372069195
2021,WR,prev1_carries_pg,-0.01143299848223327
2021,WR,prev1_rec_epa_pg,-0.02505188090156727
2021,WR,prev2_ppr_pg,-0.03410468929179258
2022,WR,weighted_ppr_pg,0.3789736282329761
2022,WR,prev1_ppr_pg,0.1404831094598437
2022,WR,prev1_targets_pg,0.08561533862040482
2022,WR,prev1_rec_yards_pg,0.06105048857975852
2022,WR,prev1_air_yards_share,0.053501338894902606
2022,WR,log_draft_pick,0.044619078654581215
2022,WR,prev1_target_share,0.04429901266723073
2022,WR,prev1_games,0.02907385544477705
2022,WR,draft_round,0.028615745708105857
2022,WR,age_sep1,0.023592730652010285
2022,WR,prev1_wopr,0.022920197626056637
2022,WR,prev1_rec_tds_pg,0.02001152053342139
2022,WR,prev1_carries_pg,0.017886221068552376
2022,WR,prev1_receptions_pg,0.015315051505915545
2022,WR,prev1_rush_ypc,0.00987005917607533
2022,WR,prev1_pass_epa_pg,0.003826224847360038
2022,WR,prev2_games,0.0005435357935820839
2022,WR,prev1_attempts_pg,0.0
2022,WR,prev1_pass_yards_pg,0.0
2022,WR,prev1_pass_tds_pg,0.0
2022,WR,prev1_int_pg,0.0
2022,WR,prev1_rush_tds_pg,0.0
2022,WR,prev1_pass_ypa,0.0
2022,WR,has_prev2,0.0
2022,WR,age_missing,0.0
2022,WR,drafted,0.0
2022,WR,experience_years,-0.0002678234534911006
2022,WR,prev1_rush_yards_pg,-0.0023313529504083164
2022,WR,prev2_ppr_pg,-0.010764377684489368
2022,WR,prev1_rush_epa_pg,-0.011527539639578598
2022,WR,prev1_rec_ypt,-0.01231496340521252
2022,WR,games_delta,-0.013252397698778484
2022,WR,ppr_delta,-0.019372650927900813
2022,WR,prev1_rec_epa_pg,-0.02800540395459148
2023,WR,weighted_ppr_pg,0.42002178442542604
2023,WR,prev1_ppr_pg,0.27101197219802386
2023,WR,prev1_rec_yards_pg,0.13329533862893223
2023,WR,prev1_wopr,0.09752172065252811
2023,WR,prev1_rec_epa_pg,0.07309009162092198
2023,WR,prev1_air_yards_share,0.07237726196298988
2023,WR,prev1_targets_pg,0.06956514198544568
2023,WR,prev2_ppr_pg,0.0656181727950302
2023,WR,log_draft_pick,0.055242812898843405
2023,WR,prev1_target_share,0.039013894523379555
2023,WR,prev1_receptions_pg,0.019412101553379735
2023,WR,prev1_rec_tds_pg,0.015288876821333019
2023,WR,draft_round,0.01441074722719753
2023,WR,prev1_games,0.005558846895439551
2023,WR,prev1_rush_tds_pg,0.004323101935038753
2023,WR,prev1_rush_ypc,0.003661880705640286
2023,WR,prev2_games,0.0008196405473689161
2023,WR,prev1_rush_yards_pg,0.0006974405215402158
2023,WR,prev1_attempts_pg,0.0
2023,WR,prev1_pass_yards_pg,0.0
2023,WR,prev1_pass_tds_pg,0.0
2023,WR,prev1_int_pg,0.0
2023,WR,prev1_pass_ypa,0.0
2023,WR,age_missing,0.0
2023,WR,drafted,0.0
2023,WR,ppr_delta,-0.0015809061875277307
2023,WR,has_prev2,-0.0024571194325058165
2023,WR,prev1_rush_epa_pg,-0.003820493775526046
2023,WR,prev1_pass_epa_pg,-0.004248546839184098
2023,WR,experience_years,-0.00526909718682127
2023,WR,games_delta,-0.007761257007673894
2023,WR,age_sep1,-0.007772367413307002
2023,WR,prev1_rec_ypt,-0.009093095849840527
2023,WR,prev1_carries_pg,-0.012997295903018902
2024,WR,weighted_ppr_pg,0.5115187833504223
2024,WR,prev1_targets_pg,0.15766627212718545
2024,WR,prev1_ppr_pg,0.14227390104529986
2024,WR,prev1_rec_yards_pg,0.1403078479726121
2024,WR,prev1_wopr,0.12346954205583441
2024,WR,log_draft_pick,0.10499650943550112
2024,WR,prev1_air_yards_share,0.09754725200672584
2024,WR,age_sep1,0.08121991370684319
2024,WR,prev1_target_share,0.060898927796402005
2024,WR,prev1_games,0.02396783262491429
2024,WR,prev1_receptions_pg,0.023635017673207505
2024,WR,prev2_games,0.014797051964669539
2024,WR,ppr_delta,0.014059455190302472
2024,WR,prev1_rec_epa_pg,0.01133962878970447
2024,WR,prev1_pass_epa_pg,0.010632749533150765
2024,WR,prev2_ppr_pg,0.006906425216344658
2024,WR,games_delta,0.0034532337511204323
2024,WR,prev1_rush_ypc,0.0029671643983220975
2024,WR,prev1_rush_yards_pg,0.0014453378163931773
2024,WR,prev1_attempts_pg,0.0
2024,WR,prev1_pass_yards_pg,0.0
2024,WR,prev1_pass_tds_pg,0.0
2024,WR,prev1_int_pg,0.0
2024,WR,prev1_pass_ypa,0.0
2024,WR,has_prev2,0.0
2024,WR,age_missing,0.0
2024,WR,drafted,0.0
2024,WR,draft_round,-0.0006316402651816766
2024,WR,experience_years,-0.000998485747510891
2024,WR,prev1_rush_tds_pg,-0.0013597090871412475
2024,WR,prev1_rec_ypt,-0.006423156958203879
2024,WR,prev1_rush_epa_pg,-0.00794183850142014
2024,WR,prev1_carries_pg,-0.010645801190732574
2024,WR,prev1_rec_tds_pg,-0.012550455094471146
2025,WR,weighted_ppr_pg,0.39868856654543744
2025,WR,prev1_rec_yards_pg,0.12435600692709503
2025,WR,prev1_targets_pg,0.105345677069079
2025,WR,prev1_wopr,0.08993745183509771
2025,WR,log_draft_pick,0.08822442746885777
2025,WR,prev1_rec_epa_pg,0.059967955030179
2025,WR,prev2_ppr_pg,0.05200799619088707
2025,WR,prev1_target_share,0.04883240543339022
2025,WR,age_sep1,0.04854134429601
2025,WR,prev1_ppr_pg,0.044739055982724985
2025,WR,prev1_air_yards_share,0.03283103746292371
2025,WR,prev1_receptions_pg,0.019979413670832356
2025,WR,prev1_carries_pg,0.015391156584055387
2025,WR,prev2_games,0.007344203804572391
2025,WR,prev1_games,0.0057368575494045615
2025,WR,prev1_rush_ypc,0.005151577589614575
2025,WR,prev1_rush_yards_pg,0.004525658422718326
2025,WR,ppr_delta,0.0030062275547081186
2025,WR,prev1_pass_tds_pg,0.0005508736365815281
2025,WR,prev1_attempts_pg,0.0
2025,WR,prev1_pass_yards_pg,0.0
2025,WR,prev1_int_pg,0.0
2025,WR,prev1_rush_tds_pg,0.0
2025,WR,prev1_pass_ypa,0.0
2025,WR,has_prev2,0.0
2025,WR,age_missing,0.0
2025,WR,experience_years,0.0
2025,WR,draft_round,0.0
2025,WR,drafted,0.0
2025,WR,prev1_pass_epa_pg,-0.0006657683712327333
2025,WR,prev1_rush_epa_pg,-0.002911184736289041
2025,WR,games_delta,-0.00564036460535382
2025,WR,prev1_rec_tds_pg,-0.007429379894809162
2025,WR,prev1_rec_ypt,-0.010835452629795128
